,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
5244,RPTOR,trt_sh,-0.954,-0.954,0.788,53,23,30,113,
5245,levetiracetam,trt_cp,-0.955,-0.955,-0.7,31,9,22,57,Calcium channel blocker
5246,temazepam,trt_cp,-0.955,-0.955,-0.778,23,3,20,42,
5247,ACO2,trt_sh,-0.955,-0.955,0.795,16,6,10,30,
5248,BRD-K98896788,trt_cp,-0.955,-0.955,0.496,17,6,11,30,
5249,IFIH1,trt_sh,-0.955,-0.955,0.654,15,6,9,33,
5250,CD14,trt_sh,-0.955,-0.955,-0.722,14,3,11,36,
5251,DYRK1A,trt_sh,-0.955,-0.955,0.625,23,9,14,43,
5252,KISS1R,trt_sh,-0.955,-0.955,0.864,10,5,5,27,
5253,alitretinoin,trt_cp,-0.955,-0.955,0.803,17,8,9,41,Retinoid receptor agonist
5254,GPR119,trt_sh,-0.955,-0.955,-0.747,13,4,9,27,
5255,NUSAP1,trt_sh,-0.955,-0.955,0.801,15,7,8,39,
5256,RLM-2-12,trt_cp,-0.955,-0.955,-0.695,39,12,27,65,
5257,MERTK,trt_sh,-0.955,-0.955,-0.633,18,4,14,34,
5258,AMIGO3,trt_sh,-0.955,-0.955,0.94,15,8,7,33,
5259,PF-04457845,trt_cp,-0.955,-0.955,0.724,28,11,17,42,FAAH inhibitor
5260,METRN,trt_sh,-0.956,-0.956,0.907,23,10,13,42,
5261,estradiol-benzoate,trt_cp,-0.956,-0.956,0.789,14,7,7,23,Contraceptive agent
5262,CFM-1571,trt_cp,-0.956,-0.956,0.946,10,5,5,19,Guanylate cyclase activator
5263,T-0901317,trt_cp,-0.956,-0.956,0.679,18,9,9,32,LXR agonist|ABC transporter expression enhancer|ROR inverse agonist
5264,JMW-MITF1,trt_cp,-0.956,-0.956,-0.825,31,5,26,54,
5265,HMGB1,trt_sh,-0.956,-0.956,0.83,15,6,9,24,
5266,pregnenolone,trt_cp,-0.956,-0.956,0.615,47,18,29,95,Glutamate receptor modulator
5267,MST1R,trt_sh,-0.956,-0.956,0.765,78,35,43,141,
5268,M2-PK-activator,trt_cp,-0.956,-0.956,0.629,33,13,20,72,Pyruvate kinase isozyme activator
5269,etamivan,trt_cp,-0.956,-0.956,0.769,12,5,7,27,Respiratory stimulant
5270,PDGFBB,trt_lig,-0.956,-0.956,0.811,38,14,24,88,
5271,BRD-K21165668,trt_cp,-0.956,-0.956,-0.746,10,3,7,17,
5272,sodium-gualenate,trt_cp,-0.956,-0.956,-0.771,17,3,14,42,antacid
5273,ITGA1,trt_sh,-0.956,-0.956,0.707,13,6,7,27,
5274,NVP-BGJ398,trt_cp,-0.956,-0.956,-0.547,98,32,66,179,FGFR inhibitor
5275,GPR113,trt_sh,-0.956,-0.956,0.281,11,4,7,24,
5276,foliosidine,trt_cp,-0.956,-0.956,0.695,13,5,8,19,Plant alkaloid
5277,LY-2090314,trt_cp,-0.956,-0.956,0.83,24,11,13,42,
5278,azithromycin,trt_cp,-0.956,-0.956,0.799,26,12,14,59,Bacterial 50S ribosomal subunit inhibitor
5279,KRAS,trt_sh,-0.956,-0.956,0.783,170,72,98,378,
5280,NUP85,trt_sh,-0.957,-0.957,0.299,23,8,15,42,
5281,VEGFB,trt_lig,-0.957,-0.957,0.856,10,6,4,19,
5282,ATP2C1,trt_sh,-0.957,-0.957,-0.678,30,8,22,66,
5283,PK-11195,trt_cp,-0.957,-0.957,0.725,65,29,36,119,Benzodiazepine receptor antagonist
5284,NAGK,trt_sh,-0.957,-0.957,-0.647,13,4,9,29,
5285,KNDC1,trt_sh,-0.957,-0.957,-0.744,42,9,33,80,
5286,SA-425500,trt_cp,-0.957,-0.957,-0.142,12,4,8,28,
5287,LAGE3,trt_sh,-0.957,-0.957,0.732,22,9,13,42,
5288,CDKN1A,trt_sh,-0.957,-0.957,0.671,90,32,58,173,
5289,S100A13,trt_sh,-0.957,-0.957,0.94,20,9,11,45,
5290,SCMH1,trt_sh,-0.957,-0.957,0.739,14,7,7,27,
5291,POLB,trt_oe,-0.957,-0.957,-0.094,12,4,8,17,
5292,TGFBR1,trt_sh,-0.957,-0.957,0.913,25,11,14,51,
5293,ENMD-2076,trt_cp,-0.957,-0.957,0.608,50,19,31,89,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
5294,BRD-K38044934,trt_cp,-0.957,-0.957,0.876,24,11,13,42,
5295,varenicline,trt_cp,-0.957,-0.957,-0.03,27,9,18,59,Acetylcholine receptor agonist
5296,BRD-A83255679,trt_cp,-0.958,-0.958,0.83,34,17,17,71,Estrogen receptor antagonist
5297,IL17D,trt_lig,-0.958,-0.958,-0.573,10,3,7,19,
5298,PRIMA1,trt_cp,-0.958,-0.958,0.736,26,13,13,59,TP53 inhibitor
5299,BRD-K32321439,trt_cp,-0.958,-0.958,-0.791,10,1,9,17,
5300,lersivirine,trt_cp,-0.958,-0.958,0.355,26,9,17,42,non-nucleoside reverse transcriptase inhibitor
5301,EGR1,trt_sh,-0.958,-0.958,0.325,17,6,11,37,
5302,NNC-711,trt_cp,-0.958,-0.958,-0.504,13,4,9,19,GAT inhibitor
5303,MXD3,trt_sh,-0.958,-0.958,0.644,15,6,9,24,
5304,BRD-K58347372,trt_cp,-0.958,-0.958,0.716,10,5,5,17,
5305,halofantrine,trt_cp,-0.958,-0.958,-0.624,19,4,15,46,Antimalarial agent
5306,RS-127445,trt_cp,-0.958,-0.958,0.578,21,8,13,42,serotonin receptor antagonist
5307,SIK1,trt_sh,-0.958,-0.958,0.584,46,16,30,85,
5308,lacidipine,trt_cp,-0.958,-0.958,-0.725,24,6,18,55,Calcium channel blocker
5309,bosentan,trt_cp,-0.958,-0.958,0.842,36,18,18,57,Endothelin receptor antagonist
5310,BTBD3,trt_sh,-0.958,-0.958,-0.768,20,4,16,33,
5311,PP-30,trt_cp,-0.958,-0.958,-0.556,23,7,16,59,RAF inhibitor
5312,PLD1,trt_sh,-0.958,-0.958,0.735,19,9,10,27,
5313,BRD-K28112517,trt_cp,-0.959,-0.959,0.848,33,16,17,74,
5314,protirelin,trt_cp,-0.959,-0.959,0.868,22,11,11,42,thyrotropin releasing hormone receptor agonist
5315,SPAG7,trt_sh,-0.959,-0.959,0.72,24,10,14,42,
5316,ATG4A,trt_sh,-0.959,-0.959,0.589,13,5,8,27,
5317,FDPS,trt_sh,-0.959,-0.959,0.794,22,9,13,30,
5318,IGF2R,trt_sh,-0.959,-0.959,0.757,23,9,14,42,
5319,IKK3-inhibitor-IX,trt_cp,-0.959,-0.959,-0.681,23,6,17,59,IKK inhibitor
5320,SKF-77434,trt_cp,-0.959,-0.959,0.546,10,4,6,19,Dopamine receptor agonist
5321,thiorphan,trt_cp,-0.959,-0.959,0.799,16,7,9,27,Membrane metalloendopeptidase inhibitor
5322,ulipristal,trt_cp,-0.959,-0.959,0.778,23,12,11,42,progesterone receptor antagonist
5323,rebastinib,trt_cp,-0.959,-0.959,0.782,61,26,35,132,"Bcr-Abl kinase inhibitor, TIE tyrosine kinase inhibitor, VEGFR inhibitor"
5324,DYNLT3,trt_sh,-0.959,-0.959,0.785,21,10,11,33,
5325,ganglioside,trt_cp,-0.959,-0.959,-0.607,10,3,7,19,Src activator
5326,vecuronium,trt_cp,-0.959,-0.959,0.753,14,6,8,35,Acetylcholine receptor antagonist
5327,PLA2G4A,trt_sh,-0.959,-0.959,0.72,18,7,11,24,
5328,BRD-A08658758,trt_cp,-0.959,-0.959,0.848,27,15,12,48,
5329,GGCX,trt_sh,-0.959,-0.959,-0.779,13,4,9,33,
5330,CAMK1,trt_sh,-0.959,-0.959,0.898,42,17,25,91,
5331,MTHFD1,trt_sh,-0.959,-0.959,0.853,21,9,12,33,
5332,IL28A,trt_lig,-0.959,-0.959,0.927,12,6,6,19,
5333,piretanide,trt_cp,-0.96,-0.96,-0.585,41,13,28,65,Glucocorticoid receptor agonist
5334,NPC1,trt_sh,-0.96,-0.96,0.729,27,12,15,42,
5335,ME3,trt_sh,-0.96,-0.96,0.646,10,4,6,27,
5336,KCNK1,trt_sh,-0.96,-0.96,-0.755,17,4,13,33,
5337,GAS6,trt_sh,-0.96,-0.96,0.838,11,6,5,27,
5338,JNK-IN-5A,trt_cp,-0.96,-0.96,0.752,47,18,29,114,
5339,BRD-K13077924,trt_cp,-0.96,-0.96,-0.294,12,4,8,28,
5340,TGFB1,trt_lig,-0.96,-0.96,0.681,13,6,7,19,
5341,PTRF,trt_sh,-0.96,-0.96,-0.713,15,4,11,24,
5342,anagrelide,trt_cp,-0.96,-0.96,-0.042,33,11,22,76,Phosphodiesterase inhibitor
5343,GFOD1,trt_sh,-0.96,-0.96,0.867,19,9,10,42,
5344,BRD-K51320264,trt_cp,-0.96,-0.96,0.848,15,9,6,26,
5345,AEE-788,trt_cp,-0.96,-0.96,0.65,14,8,6,38,
5346,andarine,trt_cp,-0.96,-0.96,0.821,35,15,20,59,Androgen receptor modulator
5347,LIPA,trt_sh,-0.96,-0.96,-0.66,41,12,29,75,
5348,methocarbamol,trt_cp,-0.96,-0.96,0.836,28,13,15,64,Muscle relaxant
5349,OSGEP,trt_sh,-0.96,-0.96,-0.646,11,2,9,27,
5350,ARPC1B,trt_sh,-0.96,-0.96,0.239,11,4,7,27,
5351,KTN1,trt_sh,-0.96,-0.96,0.695,37,13,24,66,
5352,losartan,trt_cp,-0.961,-0.961,0.658,63,24,39,135,Angiotensin receptor antagonist
5353,BRD-K72382350,trt_cp,-0.961,-0.961,-0.612,22,7,15,45,
5354,BRD-K83355732,trt_cp,-0.961,-0.961,-0.671,11,3,8,17,
5355,NDUFB3,trt_sh,-0.961,-0.961,-0.823,12,1,11,27,
5356,LMNB2,trt_sh,-0.961,-0.961,0.698,75,32,43,139,
5357,PRNP,trt_sh,-0.961,-0.961,0.2,11,4,7,27,
5358,SSB,trt_sh,-0.961,-0.961,0.553,15,6,9,24,
5359,PLD4,trt_sh,-0.961,-0.961,-0.824,11,3,8,24,
5360,PLOD3,trt_sh,-0.961,-0.961,0.532,37,13,24,72,
5361,zardaverine,trt_cp,-0.961,-0.961,0.677,33,12,21,76,Phosphodiesterase inhibitor
5362,AURKA,trt_sh,-0.961,-0.961,0.566,72,25,47,139,
5363,CGP-57380,trt_cp,-0.961,-0.961,0.702,21,8,13,31,MAPK-interacting kinase inhibitor|MAP kinase inhibitor
5364,BX-795,trt_cp,-0.962,-0.962,0.636,85,32,53,173,IKK inhibitor
5365,naltrindole,trt_cp,-0.962,-0.962,-0.775,14,3,11,30,Opioid receptor antagonist
5366,XAV-939,trt_cp,-0.962,-0.962,-0.622,45,13,32,107,Tankyrase inhibitor
5367,BRD-K52831896,trt_cp,-0.962,-0.962,0.332,11,4,7,17,
5368,fluorometholone,trt_cp,-0.962,-0.962,0.761,31,11,20,61,Glucocorticoid receptor agonist
5369,PROC,trt_sh,-0.962,-0.962,0.711,18,9,9,27,
5370,AG-490,trt_cp,-0.962,-0.962,-0.079,24,8,16,46,EGFR inhibitor|ErbB2 inhibitor|JAK inhibitor
5371,ATP1B1,trt_sh.cgs,-0.962,-0.962,0.713,10,4,6,14,
5372,SYNGR3,trt_sh,-0.962,-0.962,-0.726,14,3,11,28,
5373,MSX2,trt_sh,-0.962,-0.962,0.8,13,6,7,27,
5374,BRD-K16051505,trt_cp,-0.962,-0.962,0.648,11,5,6,17,
5375,MAT1A,trt_sh,-0.962,-0.962,0.86,13,7,6,24,
5376,risperidone,trt_cp,-0.962,-0.962,0.818,50,20,30,82,Dopamine receptor antagonist|Serotonin receptor antagonist
5377,atenolol-(+/-),trt_cp,-0.962,-0.962,0.705,25,11,14,53,Adrenergic receptor antagonist
5378,PAPD7,trt_sh,-0.962,-0.962,-0.82,16,4,12,39,
5379,GW-405833,trt_cp,-0.962,-0.962,0.691,38,17,21,78,Cannabinoid receptor agonist
5380,ioxaglic-acid,trt_cp,-0.962,-0.962,0.659,12,5,7,19,Radiopaque medium
5381,lurasidone,trt_cp,-0.962,-0.962,-0.632,21,6,15,42,"dopamine receptor antagonist, serotonin receptor antagonist"
5382,IL1RAP,trt_sh,-0.962,-0.962,-0.62,33,10,23,75,
5383,RELA,trt_sh,-0.962,-0.962,-0.726,15,4,11,38,
5384,KDM5A,trt_sh,-0.963,-0.963,0.73,39,17,22,75,
5385,primidone,trt_cp,-0.963,-0.963,0.825,39,17,22,80,GABA receptor antagonist
5386,metixene,trt_cp,-0.963,-0.963,0.934,33,17,16,61,Acetylcholine receptor antagonist
5387,FU-JMBII113B,trt_cp,-0.963,-0.963,-0.777,12,2,10,15,
5388,CRYZ,trt_sh,-0.963,-0.963,-0.534,22,7,15,42,
5389,EFCAB2,trt_sh,-0.963,-0.963,0.681,24,9,15,43,
5390,DTNA,trt_sh,-0.963,-0.963,-0.152,18,6,12,39,
5391,XPNPEP3,trt_sh,-0.963,-0.963,-0.449,13,4,9,33,
5392,triamcinolone,trt_cp,-0.963,-0.963,0.832,56,28,28,105,Glucocorticoid receptor agonist
5393,TOMM70A,trt_sh,-0.963,-0.963,-0.11,15,5,10,33,
5394,GPR65,trt_sh,-0.963,-0.963,0.652,19,9,10,38,
5395,mifepristone,trt_cp,-0.963,-0.963,0.273,26,9,17,58,Glucocorticoid receptor antagonist|Progesterone receptor antagonist
5396,PFKL,trt_sh,-0.963,-0.963,-0.56,16,5,11,31,
5397,BJM-AF-64,trt_cp,-0.964,-0.964,-0.786,12,2,10,23,
5398,KAZALD1,trt_sh,-0.964,-0.964,0.727,24,9,15,42,
5399,GDC-0152,trt_cp,-0.964,-0.964,0.45,17,6,11,42,XIAP inhibitor
5400,TNF,trt_lig,-0.964,-0.964,0.645,58,24,34,107,
5401,S-ruxolitinib,trt_cp,-0.964,-0.964,-0.55,16,5,11,42,
5402,LACC1,trt_sh,-0.964,-0.964,-0.665,17,5,12,33,
5403,RAD9A,trt_sh,-0.964,-0.964,0.669,37,13,24,75,
5404,FASN,trt_xpr,-0.964,-0.964,0.864,30,13,17,66,
5405,conivaptan,trt_cp,-0.964,-0.964,-0.818,20,4,16,42,vasopressin receptor antagonist
5406,TLR9,trt_sh,-0.964,-0.964,0.862,12,7,5,27,
5407,IGF2BP2,trt_sh,-0.964,-0.964,0.799,41,18,23,72,
5408,vincristine,trt_cp,-0.964,-0.964,0.793,30,13,17,60,Tubulin inhibitor
5409,PTGER4,trt_sh,-0.964,-0.964,-0.609,16,5,11,33,
5410,KCTD2,trt_sh,-0.964,-0.964,0.702,20,8,12,42,
5411,darapladib,trt_cp,-0.964,-0.964,0.668,16,7,9,40,phospholipase inhibitor
5412,BRD-K40758391,trt_cp,-0.964,-0.964,0.773,54,23,31,110,
5413,ceramide,trt_cp,-0.964,-0.964,-0.827,13,1,12,30,Phosphoenolpyruvate carboxylase activator|Serine/threonine protein phosphatase activator
5414,KLHDC2,trt_sh,-0.964,-0.964,0.651,20,8,12,39,
5415,WY-01-045,trt_cp,-0.964,-0.964,0.571,48,18,30,101,
5416,SMAD7,trt_sh,-0.965,-0.965,0.671,13,5,8,38,
5417,BRD-A95937159,trt_cp,-0.965,-0.965,-0.618,14,4,10,30,
5418,IL10RB,trt_sh,-0.965,-0.965,0.715,12,5,7,27,
5419,SMOX,trt_sh,-0.965,-0.965,0.811,16,9,7,27,
5420,sulbutiamine,trt_cp,-0.965,-0.965,-0.526,19,6,13,42,acetylcholine receptor antagonist
5421,anacardic-acid,trt_cp,-0.965,-0.965,0.781,60,27,33,120,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
5422,KDM3A,trt_sh,-0.965,-0.965,-0.676,19,5,14,36,
5423,ZNF263,trt_sh,-0.965,-0.965,-0.735,18,4,14,27,
5424,BRD-K36087356,trt_cp,-0.965,-0.965,-0.15,15,5,10,32,
5425,quinelorane,trt_cp,-0.965,-0.965,-0.716,14,3,11,19,Dopamine receptor agonist
5426,CANX,trt_sh,-0.965,-0.965,0.874,16,8,8,33,
5427,DHRS7,trt_sh,-0.965,-0.965,0.596,31,11,20,75,
5428,GNE,trt_sh,-0.965,-0.965,0.663,68,28,40,133,
5429,BIRC5,trt_sh,-0.965,-0.965,0.424,59,20,39,109,
5430,CGP-37157,trt_cp,-0.965,-0.965,0.264,11,4,7,19,L-type calcium channel blocker|Sodium/calcium exchange inhibitor|Mitochondrial Na+/Ca2+ exchanger antagonist
5431,PSMD10,trt_sh,-0.965,-0.965,0.649,23,9,14,42,
5432,CSNK1E,trt_sh,-0.965,-0.965,0.814,79,36,43,140,
5433,NOL3,trt_sh,-0.966,-0.966,0.832,25,11,14,39,
5434,STAM,trt_sh,-0.966,-0.966,-0.768,12,1,11,33,
5435,BRD-K82524003,trt_cp,-0.966,-0.966,0.689,15,6,9,33,
5436,MW-SHH-151,trt_cp,-0.966,-0.966,0.729,51,21,30,101,Hedgehog pathway modulator
5437,BRD-K59470558,trt_cp,-0.966,-0.966,0.751,36,16,20,71,
5438,STIL,trt_sh,-0.966,-0.966,-0.573,10,3,7,26,
5439,TRAPPC3,trt_sh,-0.966,-0.966,0.69,15,7,8,42,
5440,ASF1A,trt_sh,-0.966,-0.966,-0.576,16,5,11,24,
5441,MYD88,trt_sh,-0.966,-0.966,0.427,20,7,13,46,
5442,MLST8,trt_sh.cgs,-0.966,-0.966,0.92,10,6,4,13,
5443,BTK,trt_sh,-0.966,-0.966,0.754,59,23,36,118,
5444,entinostat,trt_cp,-0.966,-0.966,0.801,101,41,60,302,HDAC inhibitor
5445,Y-39983,trt_cp,-0.967,-0.967,-0.61,110,33,77,227,Rho associated kinase inhibitor
5446,PNU-74654,trt_cp,-0.967,-0.967,-0.65,33,10,23,65,Beta-catenin inhibitor
5447,BRD-K61192129,trt_cp,-0.967,-0.967,0.672,13,5,8,18,
5448,ecopipam,trt_cp,-0.967,-0.967,0.772,12,6,6,19,Dopamine receptor antagonist
5449,ambrisentan,trt_cp,-0.967,-0.967,-0.587,19,6,13,46,Endothelin receptor antagonist
5450,diminazene-aceturate,trt_cp,-0.967,-0.967,0.432,17,6,11,42,angiotensin converting enzyme activator
5451,PPIF,trt_sh,-0.967,-0.967,0.639,19,7,12,36,
5452,SRPK1,trt_sh,-0.967,-0.967,0.812,16,7,9,34,
5453,CGS-15943,trt_cp,-0.967,-0.967,0.67,41,16,25,85,Adenosine receptor antagonist
5454,YY1,trt_sh,-0.967,-0.967,0.874,31,15,16,47,
5455,dapivirine,trt_cp,-0.967,-0.967,0.662,23,9,14,42,non-nucleoside reverse transcriptase inhibitor
5456,olanzapine,trt_cp,-0.967,-0.967,-0.733,29,8,21,57,Dopamine receptor antagonist|Serotonin receptor antagonist
5457,tanaproget,trt_cp,-0.967,-0.967,0.617,19,7,12,42,progesterone receptor agonist
5458,SB-205607,trt_cp,-0.967,-0.967,-0.752,15,3,12,32,Delta 1 opioid receptor agonist
5459,BRD-K52160314,trt_cp,-0.967,-0.967,-0.662,18,5,13,48,
5460,CSNK1G2,trt_sh,-0.967,-0.967,0.614,19,7,12,44,
5461,RAB23,trt_sh,-0.968,-0.968,-0.782,11,1,10,27,
5462,ZBTB26,trt_sh,-0.968,-0.968,0.209,14,5,9,24,
5463,PAK1,trt_sh,-0.968,-0.968,0.053,24,8,16,43,
5464,PRPF6,trt_sh,-0.968,-0.968,-0.766,20,5,15,42,
5465,avasimibe,trt_cp,-0.968,-0.968,-0.706,27,7,20,42,ACAT inhibitor
5466,MYLK2,trt_sh,-0.968,-0.968,0.703,11,5,6,28,
5467,amperozide,trt_cp,-0.968,-0.968,0.677,15,6,9,23,Dopamine receptor antagonist
5468,EMF-sumo1-5,trt_cp,-0.968,-0.968,0.748,10,4,6,18,
5469,etazolate,trt_cp,-0.968,-0.968,0.897,27,12,15,57,Phosphodiesterase inhibitor
5470,ADORA2A,trt_sh,-0.968,-0.968,0.808,17,8,9,27,
5471,IL1A,trt_lig,-0.968,-0.968,0.741,13,6,7,19,
5472,IL13RA2,trt_sh,-0.968,-0.968,0.823,14,7,7,27,
5473,BRD-K03113036,trt_cp,-0.968,-0.968,0.551,13,5,8,18,
5474,BRD-K95976153,trt_cp,-0.968,-0.968,-0.045,12,4,8,17,
5475,fluoxetine,trt_cp,-0.969,-0.969,0.93,35,14,21,80,Selective serotonin reuptake inhibitor (SSRI)
5476,ST-003833,trt_cp,-0.969,-0.969,-0.82,10,2,8,17,
5477,HADH,trt_sh,-0.969,-0.969,0.704,42,17,25,72,
5478,mesoridazine,trt_cp,-0.969,-0.969,0.551,49,17,32,93,Dopamine receptor antagonist
5479,SC-68376,trt_cp,-0.969,-0.969,0.398,11,4,7,19,P38 MAPK inhibitor
5480,PCK1,trt_sh,-0.969,-0.969,-0.63,17,5,12,37,
5481,MYCN,trt_sh,-0.969,-0.969,-0.739,29,8,21,57,
5482,pioglitazone,trt_cp,-0.969,-0.969,0.618,38,16,22,85,PPAR receptor agonist|Insulin sensitizer
5483,BRD-K84855052,trt_cp,-0.969,-0.969,0.678,21,8,13,32,
5484,BLMH,trt_sh,-0.969,-0.969,0.874,20,9,11,42,
5485,HG-6-64-01,trt_cp,-0.969,-0.969,0.645,103,36,67,200,RAF inhibitor
5486,UBA52,trt_sh,-0.969,-0.969,0.838,10,6,4,27,
5487,CHEMBL-374350,trt_cp,-0.969,-0.969,0.82,34,13,21,72,NFkB pathway inhibitor
5488,thiazolopyrimidine,trt_cp,-0.969,-0.969,0.77,48,21,27,95,CDC inhibitor
5489,SLC2A4RG,trt_sh,-0.97,-0.97,0.371,11,4,7,27,
5490,KLHDC9,trt_sh,-0.97,-0.97,0.945,19,9,10,27,
5491,altrenogest,trt_cp,-0.97,-0.97,0.837,38,17,21,65,Progestogen hormone
5492,latrunculin-b,trt_cp,-0.97,-0.97,-0.627,13,4,9,34,Actin polymerization inhibitor|Unidentified pharmacological activity
5493,ZNF563,trt_sh,-0.97,-0.97,0.925,12,6,6,24,
5494,PPP1R8,trt_sh,-0.97,-0.97,-0.734,19,4,15,33,
5495,ARGLU1,trt_sh,-0.97,-0.97,0.779,45,20,25,98,
5496,prochlorperazine,trt_cp,-0.97,-0.97,0.711,39,14,25,76,Dopamine receptor antagonist
5497,NUDT14,trt_sh,-0.97,-0.97,-0.677,13,4,9,27,
5498,STMN1,trt_sh,-0.97,-0.97,-0.721,12,2,10,33,
5499,iobenguane,trt_cp,-0.97,-0.97,-0.661,12,3,9,23,Antineoplastic agent
5500,SA-1456195,trt_cp,-0.97,-0.97,-0.783,10,1,9,16,
5501,TEK,trt_sh,-0.97,-0.97,0.651,18,7,11,35,
5502,HIGD2A,trt_sh,-0.97,-0.97,0.85,16,8,8,42,
5503,DMBI,trt_cp,-0.97,-0.97,0.799,13,7,6,23,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
5504,PPM1D,trt_sh,-0.97,-0.97,0.23,17,6,11,33,
5505,CDX2,trt_sh,-0.97,-0.97,-0.59,13,4,9,22,
5506,TIMP3,trt_sh,-0.97,-0.97,-0.169,15,5,10,27,
5507,streptozotocin,trt_cp,-0.97,-0.97,0.703,10,4,6,18,DNA alkylating agent
5508,EMF-sumo1-9,trt_cp,-0.97,-0.97,0.815,10,5,5,18,
5509,CDK7,trt_oe,-0.97,-0.97,0.928,11,6,5,18,
5510,P4HTM,trt_sh,-0.97,-0.97,0.486,27,10,17,42,
5511,ST-4070043,trt_cp,-0.97,-0.97,0.737,11,5,6,17,
5512,delcorine,trt_cp,-0.97,-0.97,-0.607,10,3,7,19,Antiarrhythmic|Ganglionic blocker
5513,VAPB,trt_sh,-0.97,-0.97,0.87,24,11,13,43,
5514,ursolic-acid,trt_cp,-0.971,-0.971,-0.716,57,16,41,112,11-beta hydroxysteroid dehydrogenase inhibitor|Acetylcholinesterase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|Quorum sensing signaling modulator|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor|ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor
5515,MAMLD1,trt_sh,-0.971,-0.971,0.929,26,13,13,39,
5516,butoconazole,trt_cp,-0.971,-0.971,0.872,34,15,19,61,Bacterial cell wall synthesis inhibitor
5517,colchicine,trt_cp,-0.971,-0.971,0.837,17,8,9,53,Microtubule inhibitor
5518,methylergometrine,trt_cp,-0.971,-0.971,-0.681,16,4,12,37,Dopamine receptor antagonist|Serotonin receptor antagonist
5519,BRD-K04188046,trt_cp,-0.971,-0.971,0.932,15,7,8,30,
5520,TAP1,trt_sh,-0.971,-0.971,0.837,15,7,8,24,
5521,ZFYVE19,trt_sh,-0.971,-0.971,0.662,17,7,10,27,
5522,AKAP8L,trt_sh,-0.971,-0.971,0.709,23,9,14,43,
5523,XRCC5,trt_sh,-0.971,-0.971,0.837,41,19,22,88,
5524,NDUFS6,trt_sh,-0.971,-0.971,-0.57,12,3,9,27,
5525,BL-077,trt_cp,-0.971,-0.971,0.207,14,5,9,24,
5526,ANPEP,trt_sh,-0.971,-0.971,0.806,16,6,10,24,
5527,TFF2,trt_sh,-0.971,-0.971,0.38,14,5,9,27,
5528,epigallocatechin,trt_cp,-0.971,-0.971,0.861,25,12,13,59,Nitric oxide synthase inhibitor
5529,PRKCQ,trt_sh,-0.972,-0.972,-0.799,15,3,12,34,
5530,PLA2G2C,trt_sh,-0.972,-0.972,0.781,14,6,8,27,
5531,phenylacetylglutamine,trt_cp,-0.972,-0.972,0.803,24,10,14,42,"DNA methylase inhibitor, protein synthesis inhibitor"
5532,RBMX,trt_sh,-0.972,-0.972,-0.228,15,5,10,27,
5533,GP-1a,trt_cp,-0.972,-0.972,0.909,10,6,4,19,Cannabinoid receptor agonist
5534,BRD-K16604360,trt_cp,-0.972,-0.972,-0.476,13,4,9,23,Antiamyloidogenic agent
5535,EIF2B5,trt_sh,-0.972,-0.972,0.699,14,6,8,33,
5536,RU-28318,trt_cp,-0.972,-0.972,-0.655,10,3,7,15,Cytochrome P450 inhibitor
5537,GPX4,trt_sh,-0.972,-0.972,-0.759,16,3,13,23,
5538,BRD-K46791751,trt_cp,-0.972,-0.972,0.732,24,9,15,46,
5539,MET,trt_sh,-0.972,-0.972,0.745,157,66,91,296,
5540,FOSL1,trt_sh,-0.972,-0.972,0.803,19,9,10,33,
5541,ZNF277,trt_sh,-0.972,-0.972,-0.736,11,3,8,24,
5542,IL6R,trt_sh,-0.972,-0.972,0.736,17,8,9,27,
5543,PAPSS1,trt_sh,-0.973,-0.973,0.815,15,8,7,31,
5544,DDAH2,trt_sh,-0.973,-0.973,0.525,16,6,10,27,
5545,AIRE,trt_sh,-0.973,-0.973,0.909,13,6,7,33,
5546,FANCG,trt_sh,-0.973,-0.973,0.709,19,7,12,33,
5547,L-655240,trt_cp,-0.973,-0.973,-0.728,38,9,29,61,Thromboxane receptor antagonist
5548,BRD-K31553917,trt_cp,-0.973,-0.973,0.815,17,9,8,30,
5549,PBRM1,trt_sh,-0.973,-0.973,0.825,15,6,9,27,
5550,MW-STK33-2B,trt_cp,-0.973,-0.973,-0.54,16,5,11,45,
5551,KLHL9,trt_sh,-0.973,-0.973,0.889,18,11,7,36,
5552,ERG,trt_xpr,-0.973,-0.973,0.893,45,23,22,77,
5553,NDUFA1,trt_sh,-0.973,-0.973,-0.178,12,4,8,27,
5554,TXNRD1,trt_sh,-0.973,-0.973,-0.737,47,13,34,75,
5555,enzastaurin,trt_cp,-0.973,-0.973,-0.512,110,35,75,240,PKC inhibitor
5556,dosulepin,trt_cp,-0.973,-0.973,0.679,30,12,18,61,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
5557,TRIM2,trt_sh,-0.973,-0.973,0.734,18,9,9,42,
5558,STAT2,trt_sh,-0.974,-0.974,0.814,15,7,8,27,
