,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
4774,TYRO3,trt_sh,-0.987,-0.987,-0.79,17,0,17,37,
4775,BRD-K05402890,trt_cp,-0.987,-0.987,-0.813,26,5,21,74,
4776,alvimopan,trt_cp,-0.987,-0.987,0.776,20,9,11,42,opioid receptor antagonist
4777,BRD-K81647657,trt_cp,-0.987,-0.987,-0.514,26,8,18,65,
4778,apigenin,trt_cp,-0.987,-0.987,0.64,27,10,17,65,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
4779,bupropion,trt_cp,-0.987,-0.987,0.876,33,15,18,90,Dopamine uptake inhibitor
4780,IDH3A,trt_sh,-0.987,-0.987,0.265,14,5,9,27,
4781,PRR7,trt_sh,-0.987,-0.987,-0.588,13,4,9,43,
4782,curcumin,trt_cp,-0.987,-0.987,0.688,150,57,93,381,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFkB pathway inhibitor
4783,FSD1,trt_sh,-0.988,-0.988,-0.133,21,7,14,39,
4784,CKB,trt_sh,-0.988,-0.988,0.797,13,6,7,37,
4785,MSX2,trt_sh,-0.988,-0.988,0.919,14,6,8,27,
4786,tipranavir,trt_cp,-0.988,-0.988,0.738,19,7,12,42,HIV protease inhibitor
4787,ELK1,trt_sh,-0.988,-0.988,-0.679,16,5,11,41,
4788,USP16,trt_sh,-0.988,-0.988,0.84,17,8,9,36,
4789,EMF-sumo1-3,trt_cp,-0.988,-0.988,-0.769,10,1,9,18,
4790,GABRP,trt_sh,-0.988,-0.988,0.83,14,7,7,27,
4791,GYG1,trt_sh,-0.988,-0.988,-0.887,11,1,10,24,
4792,RAF-265,trt_cp,-0.988,-0.988,0.824,67,30,37,156,
4793,XRCC5,trt_sh,-0.988,-0.988,0.737,52,19,33,88,
4794,mevastatin,trt_cp,-0.989,-0.989,0.75,17,7,10,40,HMGCR inhibitor
4795,cortisone,trt_cp,-0.989,-0.989,0.634,18,7,11,48,Glucocorticoid receptor agonist
4796,PAFAH1B1,trt_sh,-0.989,-0.989,-0.091,24,8,16,66,
4797,risperidone,trt_cp,-0.989,-0.989,-0.55,36,11,25,82,Dopamine receptor antagonist|Serotonin receptor antagonist
4798,SMAD4,trt_sh,-0.989,-0.989,0.6,48,17,31,102,
4799,bicalutamide,trt_cp,-0.989,-0.989,0.859,42,19,23,82,Androgen receptor antagonist
4800,trientine,trt_cp,-0.989,-0.989,-0.407,13,4,9,42,chelating agent
4801,SLC39A8,trt_sh,-0.989,-0.989,-0.608,17,5,12,33,
4802,RXFP4,trt_sh,-0.989,-0.989,0.794,13,6,7,24,
4803,HRAS,trt_sh,-0.989,-0.989,-0.763,49,8,41,116,
4804,LIPA,trt_sh,-0.989,-0.989,0.793,36,15,21,75,
4805,SRPRB,trt_sh,-0.99,-0.99,0.708,18,7,11,39,
4806,WWOX,trt_sh,-0.99,-0.99,0.808,15,8,7,36,
4807,gliquidone,trt_cp,-0.99,-0.99,0.864,26,11,15,65,Sulfonylurea
4808,PARP4,trt_sh,-0.99,-0.99,-0.871,11,2,9,30,
4809,NFKBIE,trt_sh,-0.99,-0.99,0.743,11,5,6,32,
4810,AXL,trt_sh,-0.99,-0.99,-0.795,21,5,16,54,
4811,tyrphostin-AG-1478,trt_cp,-0.99,-0.99,0.816,90,40,50,210,EGFR inhibitor
4812,SLC25A1,trt_sh,-0.99,-0.99,-0.79,10,1,9,24,
4813,aminoguanidine,trt_cp,-0.99,-0.99,0.284,20,7,13,42,nitric oxide synthase inhibitor
4814,DNAJC12,trt_sh,-0.99,-0.99,0.907,10,5,5,33,
4815,ABT-737,trt_cp,-0.99,-0.99,0.777,109,50,59,261,BCL inhibitor
4816,danusertib,trt_cp,-0.99,-0.99,0.675,26,10,16,59,Aurora kinase inhibitor|Growth factor receptor inhibitor
4817,conivaptan,trt_cp,-0.99,-0.99,-0.755,24,3,21,42,vasopressin receptor antagonist
4818,IL10,trt_sh,-0.99,-0.99,-0.587,17,5,12,27,
4819,tipiracil,trt_cp,-0.99,-0.99,0.699,21,8,13,42,thymidine phosphorylase inhibitor
4820,SLC25A14,trt_sh,-0.991,-0.991,-0.737,19,4,15,42,
4821,MICALL1,trt_sh,-0.991,-0.991,0.82,15,7,8,42,
4822,HSPB8,trt_sh,-0.991,-0.991,-0.74,16,4,12,36,
4823,PSMB5,trt_sh,-0.991,-0.991,-0.823,14,3,11,24,
4824,ZPBP2,trt_sh,-0.991,-0.991,-0.811,15,4,11,33,
4825,SOX11,trt_sh,-0.991,-0.991,-0.673,14,3,11,27,
4826,saracatinib,trt_cp,-0.992,-0.992,0.798,158,68,90,373,Src inhibitor
4827,BRD-K60932973,trt_cp,-0.992,-0.992,-0.15,15,5,10,31,
4828,ADAM15,trt_sh,-0.992,-0.992,0.844,15,8,7,33,
4829,APP,trt_sh,-0.992,-0.992,-0.76,12,3,9,27,
4830,SMARCA5,trt_sh,-0.992,-0.992,-0.479,13,4,9,27,
4831,ziprasidone,trt_cp,-0.992,-0.992,0.968,29,14,15,60,Dopamine receptor antagonist|Serotonin receptor antagonist
4832,BRD-K90826279,trt_cp,-0.992,-0.992,-0.639,27,6,21,74,
4833,HDAC10,trt_sh,-0.992,-0.992,0.897,12,6,6,33,
4834,BRD-K58479490,trt_cp,-0.992,-0.992,-0.426,10,3,7,26,
4835,ST7,trt_sh,-0.992,-0.992,-0.618,35,10,25,75,
4836,tyrphostin-AG-112,trt_cp,-0.992,-0.992,0.769,47,18,29,107,Protein tyrosine kinase inhibitor
4837,canrenoic-acid,trt_cp,-0.992,-0.992,0.873,12,6,6,26,Mineralocorticoid receptor antagonist
4838,ASL,trt_sh,-0.992,-0.992,0.853,33,15,18,72,
4839,TSPAN4,trt_sh,-0.992,-0.992,-0.1,24,8,16,42,
4840,IFNG,trt_lig,-0.992,-0.992,0.832,41,17,24,107,
4841,GTF2E2,trt_sh,-0.993,-0.993,-0.69,40,9,31,72,
4842,TPD52L2,trt_sh,-0.993,-0.993,0.65,15,6,9,33,
4843,BAZ1B,trt_sh,-0.993,-0.993,-0.784,13,2,11,36,
4844,lacosamide,trt_cp,-0.993,-0.993,0.689,13,5,8,42,
4845,HLA-DRB3,trt_sh,-0.993,-0.993,0.857,14,7,7,26,
4846,PTPN1,trt_sh,-0.993,-0.993,0.808,38,15,23,66,
4847,tetrahydropalmatine,trt_cp,-0.993,-0.993,-0.789,12,2,10,23,Serotonin release inhibitor
4848,MEX3D,trt_sh,-0.993,-0.993,0.875,21,10,11,48,
4849,TTGCAGA,trt_sh.css,-0.993,-0.993,-0.558,10,3,7,14,
4850,PF-431396,trt_cp,-0.993,-0.993,0.658,69,24,45,162,Focal adhesion kinase inhibitor
4851,maxacalcitol,trt_cp,-0.993,-0.993,0.291,17,6,11,42,vitamin D receptor agonist
4852,ERCC1,trt_sh,-0.994,-0.994,0.772,31,13,18,69,
4853,broxuridine,trt_cp,-0.994,-0.994,-0.717,14,4,10,42,antimetabolite
4854,L-690488,trt_cp,-0.994,-0.994,0.677,18,8,10,59,Inositol monophosphatase inhibitor
4855,OPN4,trt_sh,-0.994,-0.994,-0.793,10,1,9,24,
4856,CYP1A1,trt_sh,-0.994,-0.994,-0.288,12,4,8,24,
4857,CCNH,trt_sh,-0.994,-0.994,-0.572,16,5,11,27,
4858,temsirolimus,trt_cp,-0.994,-0.994,-0.657,38,11,27,143,MTOR inhibitor
4859,DPCPX,trt_cp,-0.994,-0.994,0.677,25,9,16,42,adenosine receptor antagonist
4860,ATR,trt_sh,-0.995,-0.995,-0.643,56,17,39,108,
4861,HSF5,trt_sh,-0.995,-0.995,0.162,11,4,7,24,
4862,PTTG1,trt_sh,-0.995,-0.995,0.731,16,7,9,33,
4863,ACTN1,trt_sh,-0.995,-0.995,-0.06,12,4,8,27,
4864,radezolid,trt_cp,-0.995,-0.995,-0.803,16,3,13,42,"bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor"
4865,CDCA7L,trt_sh,-0.995,-0.995,0.73,43,19,24,114,
4866,GGCT,trt_sh,-0.995,-0.995,-0.676,59,15,44,132,
4867,SLC2A6,trt_sh,-0.995,-0.995,-0.612,11,3,8,38,
4868,SLC16A5,trt_sh,-0.995,-0.995,-0.721,12,3,9,27,
4869,GPR142,trt_sh,-0.995,-0.995,0.854,11,5,6,27,
4870,CTNS,trt_sh,-0.996,-0.996,0.93,18,7,11,36,
4871,ULK1,trt_sh,-0.996,-0.996,0.589,15,6,9,42,
4872,KN-62,trt_cp,-0.996,-0.996,-0.694,13,3,10,31,Calcium/calmodulin dependent protein kinase inhibitor|Purinergic receptor antagonist
4873,DYNLT3,trt_sh,-0.996,-0.996,-0.575,17,4,13,33,
4874,LRRC41,trt_sh,-0.996,-0.996,0.69,18,7,11,39,
4875,ZRANB2,trt_sh,-0.996,-0.996,-0.637,16,4,12,27,
4876,HMGB4,trt_sh,-0.996,-0.996,0.776,15,7,8,27,
4877,LMNB2,trt_sh,-0.996,-0.996,0.021,63,21,42,139,
4878,erythromycin,trt_cp,-0.996,-0.996,0.791,36,14,22,83,NFkB pathway inhibitor
4879,imipramine,trt_cp,-0.996,-0.996,0.876,43,20,23,87,Norepinephrine reputake inhibitor|Serotonin reuptake inhibitor
4880,RNASE4,trt_sh,-0.996,-0.996,0.8,15,6,9,27,
4881,levonorgestrel,trt_cp,-0.997,-0.997,0.653,34,12,22,83,Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist
4882,BRD4,trt_sh,-0.997,-0.997,-0.709,22,4,18,45,
4883,PRR15L,trt_sh,-0.997,-0.997,0.741,20,10,10,42,
4884,RHOBTB1,trt_sh,-0.997,-0.997,0.972,21,9,12,42,
4885,fipronil,trt_cp,-0.997,-0.997,-0.558,25,8,17,65,Chloride channel blocker|GABA gated chloride channel blocker
4886,mycophenolic-acid,trt_cp,-0.997,-0.997,-0.629,42,13,29,89,Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
4887,MLN-8054,trt_cp,-0.997,-0.997,0.649,99,34,65,264,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor
4888,PPP1CC,trt_sh,-0.998,-0.998,0.892,14,7,7,27,
4889,MYL6B,trt_sh,-0.998,-0.998,0.73,13,6,7,27,
4890,GNA12,trt_sh,-0.998,-0.998,0.886,15,7,8,33,
4891,KRT19,trt_xpr,-0.998,-0.998,-0.519,28,9,19,66,
4892,TNFRSF6B,trt_lig,-0.998,-0.998,0.762,11,5,6,19,
4893,UQCRFS1,trt_sh,-0.998,-0.998,-0.211,12,4,8,22,
4894,ZBTB49,trt_sh,-0.998,-0.998,-0.908,10,0,10,24,
4895,PIK3R3,trt_sh,-0.998,-0.998,0.799,16,6,10,33,
4896,JUN,trt_sh,-0.998,-0.998,0.852,142,64,78,357,
4897,GGT1,trt_sh,-0.998,-0.998,-0.758,13,1,12,27,
4898,MYD88,trt_sh,-0.999,-0.999,0.29,17,6,11,46,
4899,MALT1,trt_sh,-0.999,-0.999,0.83,31,15,16,82,
4900,GSTM1,trt_sh,-0.999,-0.999,-0.636,18,5,13,46,
4901,BRD-K59980915,trt_cp,-0.999,-0.999,0.721,10,6,4,17,
4902,NR3C1,trt_sh,-0.999,-0.999,-0.454,34,11,23,96,
4903,NXF1,trt_sh,-0.999,-0.999,-0.858,18,4,14,27,
4904,RALBP1,trt_sh,-0.999,-0.999,-0.637,15,4,11,33,
4905,AV-412,trt_cp,-0.999,-0.999,0.698,14,6,8,40,protein tyrosine kinase inhibitor
4906,MRPL19,trt_sh,-0.999,-0.999,-0.747,17,5,12,39,
4907,formestane,trt_cp,-0.999,-0.999,0.832,31,16,15,65,Aromatase inhibitor
4908,CT-7758,trt_cp,-0.999,-0.999,0.759,24,10,14,42,integrin antagonist
4909,ACBD3,trt_sh,-1.0,-1.0,0.649,21,8,13,39,
4910,SCP2,trt_sh,-1.0,-1.0,0.874,14,8,6,42,
4911,E2F1,trt_sh,-1.0,-1.0,0.724,56,22,34,143,
4912,PHF2,trt_sh,-1.0,-1.0,-0.683,18,4,14,42,
4913,ING2,trt_sh,-1.0,-1.0,-0.658,11,3,8,24,
4914,SUPT4H1,trt_sh,-1.001,-1.001,0.83,13,6,7,24,
4915,HDAC3-selective,trt_cp,-1.001,-1.001,0.957,38,19,19,118,HDAC inhibitor
4916,SP110,trt_sh,-1.001,-1.001,-0.611,18,5,13,33,
4917,BOLA1,trt_sh,-1.001,-1.001,0.806,13,6,7,27,
4918,RUVBL1,trt_sh,-1.001,-1.001,-0.711,35,6,29,66,
4919,FOXO4,trt_sh,-1.001,-1.001,0.66,23,9,14,66,
4920,PML,trt_sh,-1.001,-1.001,0.796,18,8,10,33,
4921,GLS,trt_sh,-1.001,-1.001,0.703,15,7,8,33,
4922,pargyline,trt_cp,-1.001,-1.001,0.96,10,5,5,22,Monoamine oxidase inhibitor
4923,CD83,trt_sh,-1.001,-1.001,-0.754,16,3,13,32,
4924,probenecid,trt_cp,-1.001,-1.001,0.638,33,14,19,76,Uricosuric blocker
4925,zidovudine,trt_cp,-1.002,-1.002,-0.556,23,7,16,56,Reverse transcriptase inhibitor
4926,lacZ,ctl_vector.cns,-1.002,-1.002,-0.811,10,3,7,23,
4927,bendamustine,trt_cp,-1.002,-1.002,-0.728,11,3,8,42,DNA inhibitor
4928,desoximetasone,trt_cp,-1.002,-1.002,-0.571,17,5,12,36,Glucocorticoid receptor agonist
4929,chaetocin,trt_cp,-1.002,-1.002,-0.811,37,8,29,94,Histone lysine methyltransferase inhibitor
4930,diphenylpyraline,trt_cp,-1.002,-1.002,-0.795,20,5,15,46,Dopamine uptake inhibitor
4931,XMD-16144,trt_cp,-1.002,-1.002,-0.546,90,25,65,180,
4932,ponatinib,trt_cp,-1.002,-1.002,0.727,64,27,37,157,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
4933,HA-1004,trt_cp,-1.002,-1.002,0.843,10,4,6,19,Calcium channel blocker
4934,idoxuridin,trt_cp,-1.002,-1.002,0.749,15,7,8,42,
4935,ERCC6L,trt_sh,-1.002,-1.002,0.598,31,13,18,63,
4936,bepotastine,trt_cp,-1.002,-1.002,0.272,14,5,9,42,histamine receptor antagonist
4937,VTI1A,trt_sh,-1.003,-1.003,0.567,15,6,9,27,
4938,ICI-192605,trt_cp,-1.003,-1.003,0.559,18,7,11,42,thromboxane receptor antagonist
4939,BRD-K97701319,trt_cp,-1.003,-1.003,0.726,10,4,6,17,
4940,NT5C2,trt_sh,-1.003,-1.003,0.791,10,5,5,27,
4941,DNTTIP2,trt_sh,-1.004,-1.004,0.84,17,8,9,36,
4942,AP-26113,trt_cp,-1.004,-1.004,0.706,19,7,12,42,
4943,BRD-K71726959,trt_cp,-1.004,-1.004,0.944,21,10,11,78,CDK inhibitor
4944,PAX6,trt_sh,-1.004,-1.004,-0.705,20,6,14,33,
4945,apicidin,trt_cp,-1.004,-1.004,-0.872,44,2,42,93,HDAC inhibitor
4946,BIK,trt_sh,-1.004,-1.004,-0.61,15,4,11,27,
4947,PTP4A1,trt_xpr,-1.004,-1.004,0.795,33,14,19,66,
4948,ZNF57,trt_sh,-1.004,-1.004,0.743,10,5,5,27,
4949,NOLC1,trt_sh,-1.004,-1.004,-0.861,21,3,18,43,
4950,MXD3,trt_sh,-1.004,-1.004,-0.723,13,3,10,24,
4951,BRD-K01121114,trt_cp,-1.004,-1.004,0.856,31,14,17,95,
4952,TG-100115,trt_cp,-1.004,-1.004,-0.655,14,3,11,59,
4953,CLTB,trt_sh,-1.005,-1.005,-0.647,31,8,23,75,
4954,MDH1,trt_sh,-1.005,-1.005,0.926,13,7,6,27,
4955,MGST2,trt_sh,-1.005,-1.005,-0.549,17,5,12,33,
4956,BRD-A13346522,trt_cp,-1.005,-1.005,0.791,14,6,8,31,
4957,STRN4,trt_sh,-1.005,-1.005,0.707,11,5,6,24,
4958,BRD-K90999434,trt_cp,-1.005,-1.005,-0.735,23,6,17,59,
4959,SENP5,trt_sh,-1.005,-1.005,-0.758,11,3,8,35,
4960,linopirdine,trt_cp,-1.005,-1.005,0.838,33,13,20,70,Potassium channel blocker
4961,FECH,trt_sh,-1.005,-1.005,-0.64,14,4,10,27,
4962,myricetin,trt_cp,-1.006,-1.006,-0.884,15,4,11,35,Androgen receptor agonist|Cytochrome P450 inhibitor
4963,SMAD2,trt_xpr,-1.006,-1.006,0.675,31,14,17,66,
4964,SEC61A2,trt_sh,-1.006,-1.006,-0.739,20,6,14,33,
4965,CREG1,trt_sh,-1.006,-1.006,0.636,27,10,17,42,
4966,NDUFB7,trt_sh,-1.006,-1.006,-0.796,10,2,8,27,
4967,CBFB,trt_sh,-1.007,-1.007,0.72,12,5,7,33,
4968,FGF21,trt_lig,-1.007,-1.007,0.345,11,4,7,19,
4969,VAT1,trt_sh,-1.007,-1.007,0.77,21,9,12,42,
4970,PRKDC,trt_sh,-1.007,-1.007,0.649,24,9,15,49,
4971,TGFBR2,trt_sh,-1.007,-1.007,-0.612,68,21,47,150,
4972,POLR1E,trt_sh,-1.007,-1.007,0.356,11,4,7,27,
4973,NOD1,trt_sh,-1.007,-1.007,0.729,18,7,11,33,
4974,tolperisone,trt_cp,-1.007,-1.007,-0.139,21,7,14,42,voltage-gated sodium channel blocker
4975,B4GALNT1,trt_sh,-1.007,-1.007,-0.184,12,4,8,27,
4976,GSK-J4,trt_cp,-1.007,-1.007,0.777,47,19,28,129,histone lysine demethylase inhibitor
4977,RAB27A,trt_sh,-1.007,-1.007,-0.699,18,5,13,36,
4978,NISCH,trt_sh,-1.008,-1.008,-0.715,20,5,15,42,
4979,PON3,trt_sh,-1.008,-1.008,-0.654,11,3,8,27,
4980,MDL-29951,trt_cp,-1.008,-1.008,-0.711,13,2,11,23,Glutamate receptor antagonist
4981,CBR1,trt_sh,-1.008,-1.008,-0.561,47,15,32,93,
4982,UBE2C,trt_sh,-1.008,-1.008,-0.596,35,11,24,75,
4983,NUMB,trt_sh,-1.008,-1.008,-0.424,13,4,9,27,
4984,cefixime,trt_cp,-1.008,-1.008,-0.73,20,4,16,35,Bacterial cell wall synthesis inhibitor
4985,BRAF,trt_sh,-1.008,-1.008,0.478,92,31,61,231,
4986,MAPK13,trt_sh.cgs,-1.008,-1.008,-0.576,10,3,7,16,
4987,LY-215490,trt_cp,-1.008,-1.008,-0.728,22,5,17,42,
4988,NDUFC2,trt_sh,-1.008,-1.008,0.888,12,6,6,24,
4989,UBL5,trt_sh,-1.008,-1.008,-0.848,12,3,9,36,
4990,TAK-733,trt_cp,-1.009,-1.009,-0.721,24,5,19,42,MEK inhibitor
4991,OGDH,trt_sh,-1.009,-1.009,-0.497,10,3,7,24,
4992,thiostrepton,trt_cp,-1.009,-1.009,-0.579,19,6,13,47,FOXM1 inhibitor|Protein synthesis inhibitor
4993,STAMBP,trt_sh,-1.009,-1.009,-0.669,21,6,15,44,
4994,BRD-A68721828,trt_cp,-1.009,-1.009,0.808,10,6,4,18,
4995,manumycin-a,trt_cp,-1.009,-1.009,0.68,63,25,38,187,Farnesyltransferase inhibitor|NFkB pathway inhibitor
4996,RIPK1,trt_sh,-1.009,-1.009,-0.725,13,2,11,44,
4997,ERBB4,trt_sh,-1.009,-1.009,-0.263,70,23,47,148,
4998,ACAT2,trt_sh,-1.009,-1.009,-0.615,20,6,14,66,
4999,PMS1,trt_sh,-1.009,-1.009,-0.797,15,3,12,33,
5000,S100A4,trt_sh,-1.009,-1.009,-0.688,24,6,18,58,
5001,TIMP4,trt_sh,-1.01,-1.01,-0.716,11,3,8,24,
5002,digoxigenin,trt_cp,-1.01,-1.01,-0.798,13,3,10,23,Steroid
5003,THRAP3,trt_sh,-1.01,-1.01,-0.253,12,4,8,27,
5004,ZRSR2,trt_sh,-1.01,-1.01,0.648,18,7,11,36,
5005,TNFRSF13C,trt_sh,-1.01,-1.01,0.817,12,5,7,24,
5006,DTYMK,trt_sh,-1.01,-1.01,0.963,18,8,10,34,
5007,F3,trt_sh,-1.01,-1.01,0.738,15,7,8,33,
5008,tandutinib,trt_cp,-1.01,-1.01,0.597,24,9,15,59,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
5009,NUMA1,trt_sh,-1.01,-1.01,0.87,15,8,7,33,
5010,IMPA2,trt_sh,-1.011,-1.011,0.719,26,11,15,60,
5011,ZNF672,trt_sh,-1.011,-1.011,-0.678,18,4,14,36,
5012,FDX1L,trt_sh,-1.011,-1.011,0.844,18,9,9,32,
5013,ISOC1,trt_sh,-1.011,-1.011,-0.697,18,5,13,39,
5014,lurasidone,trt_cp,-1.011,-1.011,0.784,22,9,13,42,"dopamine receptor antagonist, serotonin receptor antagonist"
5015,tranilast,trt_cp,-1.011,-1.011,-0.425,37,12,25,92,Angiogenesis inhibitor
5016,FGF9,trt_sh,-1.011,-1.011,0.59,10,4,6,27,
5017,TFCP2,trt_sh,-1.011,-1.011,0.989,10,4,6,33,
5018,DICER1,trt_sh,-1.011,-1.011,-0.742,16,5,11,30,
5019,CAPNS1,trt_sh,-1.011,-1.011,-0.686,12,3,9,24,
5020,RNF123,trt_sh,-1.011,-1.011,0.908,14,7,7,33,
5021,DUSP2,trt_sh,-1.012,-1.012,0.775,21,10,11,36,
5022,GPR31,trt_sh,-1.012,-1.012,-0.835,13,2,11,33,
5023,tipifarnib,trt_cp,-1.012,-1.012,0.958,12,7,5,59,Farnesyltransferase inhibitor
5024,dovitinib,trt_cp,-1.012,-1.012,-0.616,82,24,58,179,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
5025,PRDM4,trt_sh,-1.012,-1.012,0.957,12,5,7,27,
5026,FOXJ3,trt_sh,-1.012,-1.012,-0.8,25,6,19,44,
5027,PAF1,trt_sh,-1.012,-1.012,-0.802,15,3,12,39,
5028,CC-401,trt_cp,-1.012,-1.012,0.815,56,26,30,161,JNK inhibitor
5029,BI-2536,trt_cp,-1.012,-1.012,-0.72,154,37,117,409,PLK inhibitor
5030,YBX1,trt_sh.cgs,-1.013,-1.013,0.72,10,4,6,12,
5031,CDK7,trt_sh,-1.013,-1.013,-0.822,16,4,12,38,
5032,SIB-1893,trt_cp,-1.013,-1.013,-0.659,20,5,15,35,Glutamate receptor antagonist
5033,CHIC2,trt_sh,-1.013,-1.013,0.346,14,5,9,33,
5034,THAP11,trt_sh,-1.013,-1.013,-0.716,22,5,17,42,
5035,EIF2C2,trt_sh,-1.013,-1.013,0.699,16,6,10,24,
5036,PUS10,trt_sh,-1.013,-1.013,0.767,17,7,10,33,
5037,DNAJC1,trt_sh,-1.013,-1.013,-0.826,12,0,12,33,
5038,HLA-DQA1,trt_sh,-1.013,-1.013,-0.587,14,4,10,27,
5039,FKBP1A,trt_sh,-1.013,-1.013,0.622,16,7,9,33,
5040,MLEC,trt_sh,-1.013,-1.013,0.692,10,4,6,26,
5041,GABPB2,trt_sh,-1.014,-1.014,-0.783,10,2,8,24,
5042,BRD-K28100108,trt_cp,-1.014,-1.014,0.427,20,7,13,59,
5043,SMARCC2,trt_sh,-1.014,-1.014,-0.616,10,1,9,27,
5044,amonafide,trt_cp,-1.014,-1.014,0.847,30,13,17,57,Topoisomerase inhibitor
5045,ITPR2,trt_sh,-1.014,-1.014,-0.638,14,4,10,27,
5046,PAX8,trt_sh,-1.014,-1.014,0.154,93,31,62,198,
5047,tofacitinib,trt_cp,-1.014,-1.014,-0.536,31,10,21,65,JAK inhibitor
5048,HGS,trt_sh,-1.014,-1.014,-0.123,24,8,16,55,
5049,FADS1,trt_sh,-1.014,-1.014,-0.691,14,2,12,27,
5050,lacidipine,trt_cp,-1.015,-1.015,-0.118,24,8,16,55,Calcium channel blocker
5051,aurora-a-inhibitor-i,trt_cp,-1.015,-1.015,0.71,76,29,47,178,Aurora kinase inhibitor
5052,ARHGEF5,trt_sh,-1.015,-1.015,0.66,29,11,18,71,
5053,NUDCD3,trt_sh,-1.015,-1.015,-0.558,22,6,16,39,
5054,chelerythrine,trt_cp,-1.015,-1.015,-0.637,27,8,19,108,
5055,NR0B1,trt_sh,-1.015,-1.015,1.011,11,5,6,27,
5056,WAY-362450,trt_cp,-1.016,-1.016,-0.695,20,6,14,42,FXR agonist
5057,ouabain,trt_cp,-1.016,-1.016,0.724,37,14,23,66,ATPase inhibitor
5058,CTNNB1,trt_sh.cgs,-1.016,-1.016,0.921,10,4,6,15,
5059,zardaverine,trt_cp,-1.016,-1.016,0.016,30,10,20,76,Phosphodiesterase inhibitor
5060,SMC1A,trt_sh,-1.016,-1.016,-0.7,24,5,19,42,
5061,bifonazole,trt_cp,-1.016,-1.016,-0.487,25,8,17,53,Sterol demethylase inhibitor
5062,amsacrine,trt_cp,-1.016,-1.016,-0.821,26,3,23,65,Topoisomerase inhibitor
5063,NDUFA4,trt_sh,-1.016,-1.016,-0.944,11,3,8,27,
5064,latanoprost,trt_cp,-1.016,-1.016,0.72,21,8,13,53,Prostanoid receptor agonist
5065,FOXQ1,trt_sh,-1.016,-1.016,0.876,16,8,8,26,
5066,DIDO1,trt_sh,-1.017,-1.017,0.993,49,24,25,98,
5067,POLR2H,trt_sh,-1.017,-1.017,-0.619,15,4,11,24,
5068,ARHGAP9,trt_sh,-1.017,-1.017,-0.666,12,3,9,24,
5069,metatinib,trt_cp,-1.017,-1.017,-0.739,21,5,16,42,Bcr-Abl kinase inhibitor
5070,BNIPL,trt_sh,-1.017,-1.017,-0.471,11,3,8,24,
5071,TNFRSF18,trt_sh,-1.017,-1.017,-0.739,15,1,14,27,
5072,PAC-1,trt_cp,-1.017,-1.017,-0.527,35,10,25,74,Caspase activator
5073,CBX6,trt_sh,-1.017,-1.017,-0.723,15,2,13,27,
5074,HN1L,trt_sh,-1.017,-1.017,0.321,14,5,9,33,
5075,SCCPDH,trt_sh,-1.017,-1.017,-0.721,20,5,15,39,
5076,FDXR,trt_sh,-1.017,-1.017,-0.099,12,4,8,27,
5077,bazedoxifene,trt_cp,-1.017,-1.017,-0.859,15,4,11,42,selective estrogen receptor modulator (SERM)
5078,BMP4,trt_sh,-1.017,-1.017,-0.824,13,3,10,27,
5079,BAD,trt_sh,-1.018,-1.018,0.825,101,38,63,285,
5080,ZK-200775,trt_cp,-1.018,-1.018,0.749,19,7,12,42,kainate receptor antagonist
5081,PF-477736,trt_cp,-1.018,-1.018,-0.577,75,23,52,162,CHK inhibitor
5082,GNAZ,trt_sh,-1.018,-1.018,-0.797,12,3,9,24,
5083,ZNF791,trt_sh,-1.019,-1.019,0.843,16,7,9,27,
5084,ATF4,trt_sh,-1.019,-1.019,0.358,17,6,11,44,
5085,AAAGCCA,trt_sh.css,-1.019,-1.019,-0.919,10,0,10,12,
5086,ZNF217,trt_sh,-1.019,-1.019,0.791,13,6,7,30,
5087,BRD-A68274214,trt_cp,-1.019,-1.019,-0.693,10,3,7,17,
5088,lomerizine,trt_cp,-1.019,-1.019,0.761,27,12,15,53,Calcium channel blocker
5089,FZD7,trt_sh,-1.02,-1.02,-0.841,10,2,8,27,
5090,triamcinolone,trt_cp,-1.02,-1.02,0.851,47,20,27,105,Glucocorticoid receptor agonist
5091,FCCP,trt_cp,-1.02,-1.02,0.798,17,7,10,39,Mitochondrial oxidative phosphorylation uncoupler
5092,TSEN2,trt_sh,-1.02,-1.02,0.985,16,8,8,42,
5093,retapamulin,trt_cp,-1.02,-1.02,0.733,19,8,11,42,protein synthesis inhibitor
5094,ATP6AP1,trt_sh,-1.02,-1.02,-0.921,13,1,12,24,
5095,TRPS1,trt_sh,-1.02,-1.02,0.702,13,6,7,27,
