,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
3908,VE-821,trt_cp,-0.96,-0.96,0.868,34,16,18,114,ATR kinase inhibitor
3909,IFRD2,trt_sh,-0.96,-0.96,-0.648,18,5,13,42,
3910,canagliflozin,trt_cp,-0.961,-0.961,0.877,16,7,9,42,sodium/glucose cotransporter inhibitor
3911,TIAM1,trt_sh,-0.961,-0.961,0.684,16,6,10,36,
3912,felodipine,trt_cp,-0.961,-0.961,-0.76,31,6,25,65,Calcium channel blocker
3913,PF-04691502,trt_cp,-0.961,-0.961,0.323,17,6,11,42,"mTOR inhibitor, PI3K inhibitor"
3914,WZ-4002,trt_cp,-0.961,-0.961,0.832,64,29,35,213,EGFR inhibitor
3915,SPB02303,trt_cp,-0.961,-0.961,-0.746,11,3,8,30,
3916,loratadine,trt_cp,-0.961,-0.961,0.695,19,8,11,57,Histamine receptor antagonist
3917,pheniramine,trt_cp,-0.961,-0.961,-0.555,10,3,7,22,Histamine receptor antagonist
3918,BRCA2,trt_sh,-0.961,-0.961,0.307,14,5,9,33,
3919,camostat-mesilate,trt_cp,-0.961,-0.961,-0.619,17,5,12,42,protease inhibitor
3920,SCAND1,trt_sh,-0.961,-0.961,0.871,18,9,9,43,
3921,dacinostat,trt_cp,-0.961,-0.961,0.773,32,14,18,78,HDAC inhibitor
3922,PF-04447943,trt_cp,-0.961,-0.961,-0.819,16,4,12,42,phosphodiesterase inhibitor
3923,zileuton,trt_cp,-0.961,-0.961,-0.604,44,14,30,116,Leukotriene inhibitor|Lipoxygenase inhibitor
3924,BRD-K22321414,trt_cp,-0.962,-0.962,0.836,13,8,5,48,
3925,SHC1,trt_sh,-0.962,-0.962,0.512,30,11,19,94,
3926,KIF14,trt_sh,-0.962,-0.962,0.72,19,9,10,42,
3927,TRIO,trt_sh,-0.962,-0.962,0.674,12,6,6,37,
3928,SLC25A22,trt_sh,-0.962,-0.962,-0.897,11,2,9,36,
3929,MGLL,trt_sh,-0.962,-0.962,-0.816,11,3,8,33,
3930,AR,trt_sh,-0.962,-0.962,-0.728,15,4,11,41,
3931,duloxetine,trt_cp,-0.962,-0.962,0.807,32,13,19,89,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
3932,PTK2,trt_sh,-0.962,-0.962,0.697,70,28,42,249,
3933,PRKAR1B,trt_sh,-0.962,-0.962,-0.045,27,9,18,75,
3934,RRAGA,trt_sh,-0.962,-0.962,0.27,17,6,11,41,
3935,diclofensine,trt_cp,-0.963,-0.963,0.758,22,8,14,41,dopamine reuptake inhibitor
3936,CGK-733,trt_cp,-0.963,-0.963,0.84,48,20,28,145,ATM kinase inhibitor|ATR kinase inhibitor
3937,API-001,trt_cp,-0.963,-0.963,0.726,12,5,7,42,sigma receptor antagonist
3938,favipiravir,trt_cp,-0.963,-0.963,-0.719,13,3,10,42,RNA polymerase inhibitor
3939,ARP-101,trt_cp,-0.963,-0.963,0.781,50,23,27,132,
3940,amtolmetin-guacil,trt_cp,-0.963,-0.963,0.737,10,5,5,42,cyclooxygenase inhibitor
3941,etanidazole,trt_cp,-0.963,-0.963,0.653,34,12,22,100,Bacterial cell wall synthesis inhibitor
3942,HSF5,trt_sh,-0.964,-0.964,0.805,10,6,4,24,
3943,tiabendazole,trt_cp,-0.964,-0.964,0.829,34,15,19,76,Angiogenesis inhibitor
3944,CHKB,trt_sh,-0.964,-0.964,0.903,20,11,9,34,
3945,CPNE3,trt_sh,-0.964,-0.964,-0.731,27,7,20,71,
3946,pidotimod,trt_cp,-0.965,-0.965,0.837,23,10,13,53,Interferon receptor agonist|Interleukin receptor agonist
3947,piketoprofen,trt_cp,-0.965,-0.965,0.826,13,6,7,42,cyclooxygenase inhibitor
3948,RCHY1,trt_sh,-0.965,-0.965,-0.793,11,1,10,33,
3949,BLMH,trt_sh,-0.965,-0.965,-0.716,20,6,14,42,
3950,HDAC6,trt_sh,-0.965,-0.965,0.804,30,14,16,98,
3951,diosmin,trt_cp,-0.965,-0.965,-0.156,15,5,10,46,Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
3952,GNAQ,trt_sh,-0.965,-0.965,0.75,10,4,6,27,
3953,aprepitant,trt_cp,-0.965,-0.965,0.809,25,10,15,64,Tachykinin antagonist
3954,P4HA2,trt_sh,-0.965,-0.965,-0.7,29,6,23,69,
3955,TRAF2,trt_sh,-0.965,-0.965,0.868,12,6,6,35,
3956,fluocinolone-acetonide,trt_cp,-0.965,-0.965,-0.725,15,4,11,57,Corticosteroid agonist|Glucocorticoid receptor agonist
3957,physostigmine,trt_cp,-0.965,-0.965,0.817,27,10,17,76,Cholinesterase inhibitor|Acetylcholinesterase inhibitor
3958,milnacipran,trt_cp,-0.966,-0.966,-0.531,26,8,18,53,Serotonin reuptake inhibitor
3959,amitriptyline,trt_cp,-0.966,-0.966,0.804,29,14,15,80,Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor
3960,ZFP1,trt_sh,-0.966,-0.966,0.788,12,5,7,27,
3961,NDUFAB1,trt_sh,-0.966,-0.966,0.726,16,7,9,27,
3962,TIMM50,trt_sh,-0.966,-0.966,0.862,12,7,5,27,
3963,baricitinib,trt_cp,-0.966,-0.966,-0.636,16,5,11,42,JAK inhibitor
3964,TGX-221,trt_cp,-0.966,-0.966,0.713,62,23,39,180,PI3K inhibitor
3965,VX-222,trt_cp,-0.966,-0.966,0.752,25,11,14,60,HCV inhibitor
3966,PIK3CA,trt_sh,-0.966,-0.966,0.839,42,20,22,114,
3967,mocetinostat,trt_cp,-0.967,-0.967,0.321,17,6,11,131,HDAC inhibitor
3968,PHA-665752,trt_cp,-0.967,-0.967,0.63,68,26,42,181,C-Met inhibitor
3969,TIC10,trt_cp,-0.967,-0.967,0.624,15,6,9,42,"AKT inhibitor, TRAIL modulator"
3970,GSK-923295,trt_cp,-0.967,-0.967,-0.173,15,5,10,42,
3971,GDPD5,trt_sh,-0.967,-0.967,-0.753,14,3,11,36,
3972,AFF1,trt_sh,-0.967,-0.967,-0.774,23,5,18,72,
3973,PCI-34051,trt_cp,-0.967,-0.967,0.857,49,23,26,131,HDAC inhibitor
3974,TIMP2,trt_sh,-0.967,-0.967,-0.803,27,7,20,66,
3975,rofecoxib,trt_cp,-0.967,-0.967,-0.779,12,3,9,38,Cyclooxygenase inhibitor
3976,tivozanib,trt_cp,-0.967,-0.967,0.796,91,36,55,281,VEGFR inhibitor
3977,scopolamine,trt_cp,-0.968,-0.968,0.663,38,16,22,106,Acetylcholine receptor antagonist
3978,midodrine,trt_cp,-0.968,-0.968,0.919,29,16,13,79,Adrenergic receptor agonist
3979,ziprasidone,trt_cp,-0.968,-0.968,0.761,24,12,12,60,Dopamine receptor antagonist|Serotonin receptor antagonist
3980,cilengitide,trt_cp,-0.968,-0.968,0.651,20,8,12,42,integrin antagonist
3981,OPN3,trt_sh,-0.968,-0.968,-0.79,10,0,10,24,
3982,EED,trt_sh,-0.968,-0.968,-0.152,12,4,8,35,
3983,FTase-inhibitor-B581,trt_cp,-0.968,-0.968,0.846,12,5,7,29,Farnesyltransferase inhibitor
3984,ADH6,trt_sh,-0.968,-0.968,0.722,10,4,6,24,
3985,KIAA0355,trt_sh,-0.968,-0.968,0.758,15,7,8,39,
3986,Gossypetin,trt_cp,-0.968,-0.968,-0.611,13,4,9,54,DNA methyltransferase inhibitor
3987,FGFR2,trt_sh,-0.968,-0.968,0.774,26,11,15,59,
3988,diltiazem,trt_cp,-0.968,-0.968,0.937,40,21,19,117,Calcium channel blocker
3989,BMS-777607,trt_cp,-0.968,-0.968,0.645,83,29,54,222,AXL kinase inhibitor|C-Met inhibitor|FLT3 inhibitor|Hepatocyte growth factor receptor inhibitor|Macrophage inhibitor|Tyrosine kinase inhibitor
3990,oxfendazole,trt_cp,-0.968,-0.968,0.9,19,9,10,69,Anthelmintic agent
3991,SMAD5,trt_sh,-0.968,-0.968,-0.695,13,4,9,32,
3992,LXR-623,trt_cp,-0.969,-0.969,-0.692,19,5,14,42,LXR agonist
3993,levocetirizine,trt_cp,-0.969,-0.969,0.782,20,9,11,53,Histamine receptor antagonist
3994,irinotecan,trt_cp,-0.969,-0.969,0.353,29,10,19,76,Topoisomerase inhibitor
3995,AP2A1,trt_sh,-0.969,-0.969,0.673,15,6,9,27,
3996,chloroquine,trt_cp,-0.969,-0.969,0.728,65,28,37,169,Antimalarial agent
3997,ozagrel,trt_cp,-0.969,-0.969,0.598,31,11,20,91,Thromboxane synthase inhibitor
3998,pyrimethamine,trt_cp,-0.969,-0.969,0.77,30,13,17,75,Dihydrofolate reductase inhibitor
3999,BRD-K04188046,trt_cp,-0.97,-0.97,0.685,10,4,6,30,
4000,glycopyrrolate,trt_cp,-0.97,-0.97,0.927,28,15,13,70,Acetylcholine receptor antagonist
4001,DGKA,trt_sh,-0.97,-0.97,-0.787,10,0,10,32,
4002,BRD-K92980438,trt_cp,-0.97,-0.97,0.286,23,8,15,59,Hexokinase inhibitor
4003,ZM-447439,trt_cp,-0.97,-0.97,0.779,88,39,49,245,Aurora kinase inhibitor
4004,MK-0893,trt_cp,-0.97,-0.97,0.72,17,8,9,42,glucagon receptor antagonist
4005,zolmitriptan,trt_cp,-0.97,-0.97,0.821,13,7,6,32,Serotonin receptor agonist
4006,valproic-acid,trt_cp,-0.97,-0.97,0.776,48,22,26,149,HDAC inhibitor
4007,AMG-208,trt_cp,-0.97,-0.97,0.725,22,8,14,42,tyrosine kinase inhibitor
4008,TMEM127,trt_sh,-0.97,-0.97,-0.755,20,6,14,42,
4009,SLC27A3,trt_sh,-0.971,-0.971,-0.167,15,5,10,36,
4010,CACNA1C,trt_sh,-0.971,-0.971,-0.551,10,3,7,39,
4011,POLA2,trt_sh,-0.971,-0.971,0.634,15,6,9,33,
4012,losartan,trt_cp,-0.971,-0.971,0.767,45,16,29,135,Angiotensin receptor antagonist
4013,ZNF182,trt_sh,-0.971,-0.971,0.837,10,4,6,23,
4014,STK39,trt_sh,-0.971,-0.971,-0.263,12,4,8,40,
4015,TRIM2,trt_sh,-0.971,-0.971,-0.718,20,5,15,42,
4016,SAR1B,trt_sh,-0.972,-0.972,0.79,11,6,5,27,
4017,O6-benzylguanine,trt_cp,-0.972,-0.972,0.868,19,8,11,42,O6-alkylguanine-DNA alkyltransferase inhibitor
4018,crotamiton,trt_cp,-0.972,-0.972,-0.191,12,4,8,34,Antipruritic
4019,VT-464,trt_cp,-0.972,-0.972,-0.752,26,7,19,42,cytochrome P450 inhibitor
4020,CDK2,trt_sh,-0.972,-0.972,0.781,88,40,48,202,
4021,ETNK1,trt_sh,-0.972,-0.972,0.82,10,4,6,32,
4022,HMGCL,trt_sh,-0.972,-0.972,-0.695,22,6,16,66,
4023,halcinonide,trt_cp,-0.972,-0.972,0.853,27,14,13,65,Glucocorticoid receptor agonist
4024,MAPK9,trt_sh,-0.972,-0.972,0.767,69,26,43,196,
4025,cimetidine,trt_cp,-0.973,-0.973,0.716,30,14,16,87,Histamine receptor antagonist
4026,IB-MECA,trt_cp,-0.973,-0.973,0.851,34,15,19,76,Adenosine receptor agonist
4027,BRD-K99636700,trt_cp,-0.973,-0.973,0.711,19,7,12,70,
4028,CHMP2A,trt_sh,-0.973,-0.973,0.676,27,10,17,91,
4029,RRAGC,trt_sh,-0.973,-0.973,-0.75,10,1,9,27,
4030,flunisolide,trt_cp,-0.973,-0.973,0.769,14,6,8,54,Cytochrome P450 inhibitor
4031,RBX1,trt_sh,-0.973,-0.973,-0.609,10,3,7,27,
4032,FOXJ2,trt_sh,-0.973,-0.973,-0.58,10,3,7,27,
4033,CC-930,trt_cp,-0.973,-0.973,0.261,17,6,11,41,JNK inhibitor
4034,CDK10,trt_sh,-0.974,-0.974,0.817,18,8,10,64,
4035,tetradecylthioacetic-acid,trt_cp,-0.974,-0.974,0.793,29,15,14,65,Lipid peroxidase inhibitor
4036,IFNA,trt_lig,-0.974,-0.974,0.643,33,12,21,88,
4037,phenanthridone,trt_cp,-0.974,-0.974,0.72,19,10,9,55,PARP inhibitor
4038,nicardipine,trt_cp,-0.974,-0.974,0.767,42,17,25,130,Calcium channel blocker
4039,SLC6A8,trt_sh,-0.974,-0.974,0.748,13,5,8,27,
4040,PRPF4B,trt_sh,-0.974,-0.974,0.806,14,6,8,38,
4041,LFM-A13,trt_cp,-0.974,-0.974,0.72,29,15,14,78,BTK inhibitor
4042,CTB,trt_cp,-0.974,-0.974,0.653,43,16,27,114,
4043,GSK3A,trt_sh,-0.974,-0.974,0.806,108,46,62,295,
4044,MK-3207,trt_cp,-0.974,-0.974,-0.728,18,4,14,42,calcitonin antagonist
4045,GABRP,trt_sh,-0.975,-0.975,-0.691,11,3,8,27,
4046,PTB1,trt_cp,-0.975,-0.975,0.791,25,13,12,59,AMPK activator
4047,RFP,ctl_vector,-0.975,-0.975,0.621,293,105,188,769,
4048,HOXA5,trt_sh,-0.975,-0.975,0.966,22,10,12,72,
4049,alpelisib,trt_cp,-0.975,-0.975,0.827,42,20,22,120,PI3K inhibitor
4050,ostarine,trt_cp,-0.975,-0.975,-0.539,16,5,11,42,androgen receptor modulator
4051,GW-5074,trt_cp,-0.975,-0.975,0.779,70,28,42,200,RAF inhibitor|Leucine rich repeat kinase inhibitor
4052,SGK3,trt_sh,-0.975,-0.975,0.75,26,12,14,90,
4053,BRD-K46791751,trt_cp,-0.975,-0.975,0.779,19,7,12,46,
4054,HIST2H2BE,trt_sh,-0.975,-0.975,-0.648,17,5,12,42,
4055,MGCD-265,trt_cp,-0.975,-0.975,0.921,45,22,23,162,VEGFR inhibitor
4056,BRD-K73261812,trt_cp,-0.975,-0.975,0.781,34,14,20,65,
4057,NDUFA6,trt_sh,-0.975,-0.975,-0.659,12,3,9,27,
4058,PARP2,trt_sh,-0.975,-0.975,0.702,104,44,60,286,
4059,PIK3R1,trt_sh,-0.976,-0.976,0.825,54,27,27,135,
4060,EXO1,trt_xpr,-0.976,-0.976,-0.672,37,11,26,77,
4061,entinostat,trt_cp,-0.976,-0.976,0.666,43,19,24,302,HDAC inhibitor
4062,PPP4R1,trt_sh,-0.976,-0.976,0.668,18,8,10,36,
4063,AZD-3514,trt_cp,-0.976,-0.976,0.814,16,7,9,42,
4064,CBR1,trt_sh,-0.976,-0.976,0.61,35,15,20,93,
4065,famotidine,trt_cp,-0.976,-0.976,0.793,19,11,8,56,Histamine receptor antagonist
4066,risperidone,trt_cp,-0.976,-0.976,0.919,27,12,15,82,Dopamine receptor antagonist|Serotonin receptor antagonist
4067,NTSR1,trt_sh,-0.976,-0.976,-0.484,10,3,7,27,
4068,NU-1025,trt_cp,-0.976,-0.976,0.712,37,16,21,106,PARP inhibitor|DNA dependent protein kinase inhibitor
4069,HLA-DRB5,trt_sh,-0.976,-0.976,0.727,10,5,5,24,
4070,ulipristal,trt_cp,-0.976,-0.976,0.958,11,6,5,42,progesterone receptor antagonist
4071,TBX3,trt_sh,-0.977,-0.977,0.682,10,4,6,33,
4072,pinacidil,trt_cp,-0.977,-0.977,0.933,28,14,14,96,ATP channel activator|Potassium channel activator
4073,TGFa,trt_lig,-0.977,-0.977,-0.392,37,12,25,88,
4074,FTI-276,trt_cp,-0.977,-0.977,0.901,34,19,15,95,Farnesyltransferase inhibitor
4075,BRD-K91338578,trt_cp,-0.977,-0.977,0.729,32,12,20,101,
4076,AIMP2,trt_sh,-0.977,-0.977,0.517,10,4,6,33,
4077,GMDS,trt_sh,-0.977,-0.977,0.745,25,10,15,75,
4078,ODC1,trt_sh,-0.977,-0.977,0.904,14,8,6,27,
4079,colforsin-daproate,trt_cp,-0.977,-0.977,-0.685,17,3,14,42,adenylyl cyclase activator
4080,GPR31,trt_sh,-0.977,-0.977,-0.665,13,4,9,33,
4081,tamibarotene,trt_cp,-0.977,-0.977,0.799,26,12,14,68,Retinoid receptor agonist
4082,ATM,trt_sh,-0.977,-0.977,0.702,58,23,35,160,
4083,clofazimine,trt_cp,-0.978,-0.978,0.946,20,10,10,56,GK0582 inhibitor
4084,betahistine,trt_cp,-0.978,-0.978,0.642,21,8,13,65,Histamine receptor agonist|Histamine receptor antagonist
4085,triamcinolone-acetonide,trt_cp,-0.978,-0.978,0.795,21,12,9,57,Immunosuppressant|Corticosteroid agonist|Glucocorticoid receptor agonist
4086,dasatinib,trt_cp,-0.978,-0.978,0.555,248,83,165,719,KIT inhibitor|Src inhibitor|Bcr-Abl kinase inhibitor|Ephrin inhibitor|PDGFR tyrosine kinase receptor inhibitor|Tyrosine kinase inhibitor
4087,AMD-11070,trt_cp,-0.978,-0.978,-0.741,17,5,12,42,
4088,BNIP2,trt_sh,-0.978,-0.978,0.413,11,4,7,24,
4089,OXGR1,trt_sh,-0.978,-0.978,-0.878,10,2,8,27,
4090,triptorelin,trt_cp,-0.978,-0.978,0.299,14,5,9,42,gonadotropin releasing factor hormone receptor agonist
4091,efatutazone,trt_cp,-0.978,-0.978,0.896,12,5,7,42,PPAR receptor agonist
4092,SYK,trt_sh,-0.979,-0.979,-0.55,29,9,20,76,
4093,closantel,trt_cp,-0.979,-0.979,0.755,22,8,14,46,Chitinase inhibitor|NFkB pathway inhibitor
4094,TPMT,trt_sh,-0.979,-0.979,-0.768,16,4,12,33,
4095,SUFU,trt_sh,-0.979,-0.979,-0.804,15,4,11,33,
4096,CCND1,trt_sh,-0.979,-0.979,0.699,39,15,24,102,
4097,HBP1,trt_sh,-0.979,-0.979,0.685,12,5,7,27,
4098,MBX-2982,trt_cp,-0.98,-0.98,-0.781,16,3,13,42,glucose dependent insulinotropic receptor agonist
4099,BRD-K16956545,trt_cp,-0.98,-0.98,0.712,22,8,14,64,
4100,estradiol,trt_cp,-0.98,-0.98,0.755,95,37,58,344,Estrogen receptor agonist
4101,MAST2,trt_sh,-0.98,-0.98,0.821,37,18,19,77,
4102,rasagiline,trt_cp,-0.98,-0.98,0.695,14,7,7,42,monoamine oxidase inhibitor
4103,EPB41L4B,trt_sh,-0.98,-0.98,0.923,16,7,9,36,
4104,RARRES1,trt_sh,-0.98,-0.98,-0.624,13,4,9,27,
4105,TAK-875,trt_cp,-0.98,-0.98,-0.523,19,6,13,42,insulin secretagogue
4106,siramesine,trt_cp,-0.98,-0.98,0.675,21,8,13,42,sigma receptor antagonist
4107,ME3,trt_sh,-0.98,-0.98,0.617,12,5,7,27,
4108,GMEB2,trt_sh,-0.98,-0.98,-0.8,11,3,8,33,
4109,LZIC,trt_sh,-0.98,-0.98,-0.843,10,2,8,33,
4110,MYCN,trt_sh,-0.98,-0.98,-0.711,22,4,18,57,
4111,cytarabine,trt_cp,-0.98,-0.98,-0.794,17,3,14,61,Ribonucleotide reductase inhibitor
4112,dextromethorphan,trt_cp,-0.98,-0.98,0.862,33,15,18,95,Glutamate receptor antagonist|Sigma receptor agonist
4113,TH02453-036-P1,trt_cp,-0.981,-0.981,0.719,24,13,11,76,
4114,BRD-K92317137,trt_cp,-0.981,-0.981,-0.688,33,9,24,108,
4115,GLOD4,trt_sh,-0.981,-0.981,0.683,15,6,9,33,
4116,albendazole,trt_cp,-0.981,-0.981,0.449,26,9,17,87,Tubulin inhibitor
4117,IL18,trt_sh,-0.981,-0.981,-0.706,10,2,8,24,
4118,sarcosine,trt_cp,-0.981,-0.981,0.831,16,7,9,42,glycine transporter inhibitor
4119,CERS2,trt_sh,-0.981,-0.981,0.759,14,6,8,27,
4120,POLR3F,trt_sh,-0.981,-0.981,0.742,10,5,5,27,
4121,econazole,trt_cp,-0.981,-0.981,-0.651,28,8,20,61,Lanosterol demethylase inhibitor|Sterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor
4122,NKX2-1,trt_sh,-0.981,-0.981,0.756,13,5,8,27,
4123,amiodarone,trt_cp,-0.981,-0.981,0.703,48,19,29,155,Potassium channel blocker
4124,lumicolchicine,trt_cp,-0.981,-0.981,-0.646,11,3,8,22,"Colchicine isomer, non-binder of microtubules"
4125,venlafaxine,trt_cp,-0.981,-0.981,0.745,36,14,22,80,Serotonin reuptake inhibitor|Adrenergic inhibitor|Norepinephrine reuptake inhibitor
4126,EPHA2,trt_sh,-0.981,-0.981,0.811,27,12,15,84,
4127,topiramate,trt_cp,-0.982,-0.982,0.753,25,11,14,57,Carbonic anhydrase inhibitor|Glutamate receptor antagonist|Kainate receptor antagonist
4128,tecastemizole,trt_cp,-0.982,-0.982,0.293,20,7,13,42,histamine receptor antagonist
4129,FGFRL1,trt_sh,-0.982,-0.982,0.776,15,7,8,37,
4130,HSP90AA1,trt_sh,-0.982,-0.982,0.751,31,11,20,69,
4131,nizatidine,trt_cp,-0.982,-0.982,0.858,21,9,12,53,Histamine receptor antagonist
4132,GBA,trt_sh,-0.982,-0.982,0.935,10,4,6,24,
4133,LAMTOR3,trt_sh,-0.982,-0.982,-0.305,15,5,10,43,
4134,LAMA3,trt_sh,-0.982,-0.982,-0.662,27,7,20,61,
4135,ZNF273,trt_sh,-0.982,-0.982,0.362,29,10,19,88,
4136,TTNPB,trt_cp,-0.982,-0.982,0.492,28,10,18,85,Retinoid receptor agonist
4137,GCA,trt_sh,-0.982,-0.982,0.718,12,5,7,27,
4138,moxidectin,trt_cp,-0.982,-0.982,-0.744,22,6,16,42,chloride channel antagonist
4139,TOPBP1,trt_sh,-0.982,-0.982,0.808,15,6,9,36,
4140,darifenacin,trt_cp,-0.982,-0.982,0.737,18,8,10,46,Acetylcholine receptor antagonist
4141,17-hydroxyprogesterone-caproate,trt_cp,-0.982,-0.982,0.728,22,10,12,55,Progesterone receptor agonist
4142,olprinone,trt_cp,-0.982,-0.982,0.526,17,6,11,42,phosphodiesterase inhibitor
4143,zofenopril-calcium,trt_cp,-0.983,-0.983,-0.836,16,4,12,42,angiotensin converting enzyme inhibitor
4144,AGP-103,trt_cp,-0.983,-0.983,-0.687,17,4,13,42,membrane permeability inhibitor
4145,SEW-2871,trt_cp,-0.983,-0.983,-0.573,10,3,7,19,Lysophospholipid receptor agonist
4146,ABCA1,trt_sh,-0.983,-0.983,-0.626,10,3,7,24,
4147,INTS12,trt_sh,-0.983,-0.983,0.801,12,5,7,27,
4148,phenoxazine,trt_cp,-0.983,-0.983,-0.704,22,6,16,59,
4149,STAT6,trt_sh,-0.983,-0.983,0.707,46,18,28,108,
4150,ATP6V1D,trt_sh,-0.983,-0.983,-0.579,25,8,17,68,
4151,miglitol,trt_cp,-0.983,-0.983,0.981,18,9,9,57,Glucosidase inhibitor
4152,zaldaride,trt_cp,-0.983,-0.983,-0.578,22,7,15,61,Calmodulin antagonist
4153,ACTB,trt_sh,-0.983,-0.983,0.688,13,6,7,42,
4154,ITGA3,trt_sh,-0.984,-0.984,0.631,10,4,6,27,
4155,piracetam,trt_cp,-0.984,-0.984,-0.185,21,7,14,46,Acetylcholine receptor agonist
4156,LIPT1,trt_sh,-0.984,-0.984,-0.769,19,5,14,27,
4157,BRD-K51556300,trt_cp,-0.984,-0.984,-0.134,12,4,8,45,
4158,metenkephalin,trt_cp,-0.984,-0.984,0.683,21,8,13,42,immunostimulant
4159,GRHPR,trt_sh,-0.984,-0.984,-0.775,22,5,17,69,
4160,MYLK2,trt_sh,-0.984,-0.984,0.325,11,4,7,28,
4161,TFDP1,trt_sh,-0.984,-0.984,-0.777,15,4,11,33,
4162,TBC1D2B,trt_sh,-0.984,-0.984,0.465,11,4,7,27,
4163,BMS-387032,trt_cp,-0.984,-0.984,0.844,34,12,22,181,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
4164,clofibrate,trt_cp,-0.984,-0.984,-0.531,25,8,17,69,PPAR receptor agonist
4165,balicatib,trt_cp,-0.985,-0.985,0.98,18,8,10,42,cathepsin inhibitor
4166,AGI-6780,trt_cp,-0.985,-0.985,-0.565,19,6,13,42,isocitrate dehydrogenase inhibitor
4167,BRD-K86693415,trt_cp,-0.985,-0.985,0.251,11,4,7,32,
4168,XRCC4,trt_sh,-0.985,-0.985,0.851,21,10,11,56,
4169,PNLDC1,trt_sh,-0.985,-0.985,0.809,15,7,8,27,
4170,NOTCH1,trt_sh,-0.985,-0.985,0.344,20,7,13,70,
4171,SMS,trt_sh,-0.986,-0.986,0.646,11,5,6,24,
4172,berberine,trt_cp,-0.986,-0.986,-0.888,14,2,12,42,LDL receptor activator
4173,ENTPD6,trt_sh,-0.986,-0.986,0.969,20,10,10,66,
4174,triclabendazole,trt_cp,-0.986,-0.986,0.738,23,9,14,53,Microtubule inhibitor
4175,PTCH1,trt_sh,-0.986,-0.986,-0.687,23,6,17,86,
4176,MK-8245,trt_cp,-0.986,-0.986,0.45,17,6,11,42,stearoyl-CoA desaturase inhibitor
4177,drospirenone,trt_cp,-0.986,-0.986,-0.803,19,5,14,42,mineralocorticoid receptor antagonist
4178,NPEPPS,trt_sh,-0.987,-0.987,-0.224,12,4,8,27,
4179,SMAD2,trt_xpr,-0.987,-0.987,-0.645,23,6,17,66,
4180,quinidine,trt_cp,-0.987,-0.987,0.807,37,15,22,100,Sodium channel blocker
4181,carbenoxolone,trt_cp,-0.987,-0.987,0.714,30,11,19,84,11-beta-HSD1 inhibitor
4182,KIF20A,trt_sh,-0.987,-0.987,-0.608,10,3,7,36,
4183,LYN,trt_oe,-0.987,-0.987,-0.675,10,3,7,18,
4184,DNAJB9,trt_sh,-0.987,-0.987,-0.71,10,2,8,27,
4185,VEGFA,trt_sh,-0.987,-0.987,0.907,21,11,10,60,
4186,AZ-10417808,trt_cp,-0.987,-0.987,0.85,12,6,6,19,Caspase inhibitor
4187,tolfenamic-acid,trt_cp,-0.987,-0.987,-0.815,19,4,15,45,Cyclooxygenase inhibitor|Prostanoid receptor antagonist|Leukotriene synthesis inhibitor|Prostanoid receptor inhibitor
4188,AMG-487,trt_cp,-0.987,-0.987,0.71,20,9,11,42,CC chemokine receptor antagonist
4189,PEX19,trt_sh,-0.988,-0.988,0.934,10,4,6,36,
4190,BRD-K08451418,trt_cp,-0.988,-0.988,-0.805,14,4,10,59,
4191,SOCS2,trt_sh,-0.988,-0.988,0.81,31,14,17,75,
4192,iguratimod,trt_cp,-0.988,-0.988,-0.695,18,5,13,42,"cyclooxygenase inhibitor, NFkB pathway inhibitor"
4193,camicinal,trt_cp,-0.988,-0.988,0.817,17,7,10,42,motilin receptor agonist
4194,chloroxine,trt_cp,-0.988,-0.988,0.885,24,12,12,68,Opioid receptor antagonist
4195,actarit,trt_cp,-0.988,-0.988,-0.604,18,5,13,53,Interleukin receptor agonist
4196,atrasentan,trt_cp,-0.989,-0.989,-0.635,22,6,16,42,endothelin receptor antagonist
4197,JW-7-24-1,trt_cp,-0.989,-0.989,0.82,75,33,42,202,LCK Inhibitor
4198,GNA11,trt_sh,-0.989,-0.989,-0.601,20,6,14,58,
4199,ATF5,trt_sh,-0.989,-0.989,-0.579,27,8,19,75,
4200,ACLY,trt_xpr,-0.989,-0.989,-0.492,19,6,13,66,
4201,tenidap,trt_cp,-0.989,-0.989,0.827,27,13,14,61,Cyclooxygenase inhibitor
4202,BRD-K61894884,trt_cp,-0.989,-0.989,0.633,35,13,22,118,
4203,CTNNAL1,trt_sh,-0.989,-0.989,0.735,16,8,8,42,
4204,reparixin,trt_cp,-0.99,-0.99,0.718,21,8,13,42,CC chemokine receptor antagonist
4205,UBAP2L,trt_sh,-0.99,-0.99,-0.608,13,4,9,33,
4206,ASA-404,trt_cp,-0.99,-0.99,0.84,20,10,10,42,angiogenesis inhibitor
4207,piribedil,trt_cp,-0.99,-0.99,-0.777,29,8,21,72,Dopamine receptor agonist
4208,teneligliptin,trt_cp,-0.99,-0.99,-0.753,16,3,13,42,dipeptidyl peptidase inhibitor
