,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
5806,RASGRP1,trt_sh,-0.965,-0.965,0.766,19,8,11,27,
5807,fananserin,trt_cp,-0.965,-0.965,-0.078,12,4,8,19,Dopamine receptor antagonist|Serotonin receptor antagonist
5808,GFOD2,trt_sh,-0.965,-0.965,-0.202,18,6,12,33,
5809,BMP4,trt_sh,-0.965,-0.965,-0.613,20,5,15,27,
5810,BRD-K94572506,trt_cp,-0.965,-0.965,-0.409,10,3,7,17,
5811,ELOVL6,trt_sh,-0.965,-0.965,0.907,25,13,12,39,
5812,AMT,trt_sh,-0.965,-0.965,0.636,15,6,9,27,
5813,FOLR2,trt_lig,-0.965,-0.965,-0.813,12,1,11,19,
5814,indirubin-3-monoxime,trt_cp,-0.966,-0.966,0.47,14,6,8,23,CDK inhibitor|Glycogen synthase kinase inhibitor
5815,BLVRA,trt_sh,-0.966,-0.966,-0.547,48,15,33,76,
5816,dequalinium,trt_cp,-0.966,-0.966,0.26,23,8,15,45,PKC inhibitor
5817,WDR67,trt_sh,-0.966,-0.966,0.824,27,11,16,43,
5818,LY-2228820,trt_cp,-0.966,-0.966,-0.791,23,6,17,42,
5819,gemcitabine,trt_cp,-0.966,-0.966,-0.581,102,31,71,195,Ribonucleotide reductase inhibitor
5820,EI-273,trt_cp,-0.966,-0.966,0.282,14,5,9,18,PKC inhibitor
5821,stavudine,trt_cp,-0.966,-0.966,-0.62,39,10,29,68,DNA directed DNA polymerase inhibitor|Reverse transcriptase inhibitor
5822,E2F1,trt_sh,-0.966,-0.966,0.856,79,32,47,143,
5823,JWE-035,trt_cp,-0.966,-0.966,0.821,99,44,55,179,Aurora kinase inhibitor
5824,cyclopentolate,trt_cp,-0.966,-0.966,-0.414,16,5,11,27,Acetylcholine receptor antagonist
5825,RS-504393,trt_cp,-0.966,-0.966,0.899,10,4,6,19,CC chemokine receptor antagonist
5826,etodolac,trt_cp,-0.967,-0.967,0.685,59,22,37,98,Cyclooxygenase inhibitor
5827,BTK,trt_sh,-0.967,-0.967,0.86,67,28,39,118,
5828,BRD-K39318886,trt_cp,-0.967,-0.967,-0.905,10,1,9,12,
5829,TRAP1,trt_oe,-0.967,-0.967,0.331,11,4,7,16,
5830,DNAJB12,trt_sh,-0.967,-0.967,-0.634,18,4,14,36,
5831,WNT7B,trt_sh,-0.967,-0.967,-0.557,13,4,9,27,
5832,GADD45B,trt_sh.cgs,-0.967,-0.967,0.554,11,4,7,14,
5833,GABPB2,trt_sh,-0.967,-0.967,0.555,16,6,10,24,
5834,midodrine,trt_cp,-0.967,-0.967,0.907,41,19,22,79,Adrenergic receptor agonist
5835,RXRA,trt_sh,-0.967,-0.967,-0.668,19,5,14,33,
5836,ivabradine,trt_cp,-0.967,-0.967,0.718,20,8,12,42,"HCN channel blocker, potassium channel blocker, sodium channel blocker"
5837,H-89,trt_cp,-0.967,-0.967,0.893,10,5,5,19,PKA inhibitor
5838,PPIE,trt_sh,-0.967,-0.967,-0.414,28,9,19,42,
5839,LMNB2,trt_sh,-0.967,-0.967,0.732,93,41,52,139,
5840,POLR2I,trt_sh,-0.967,-0.967,-0.689,39,8,31,70,
5841,ASRGL1,trt_sh,-0.967,-0.967,0.673,16,6,10,24,
5842,vincristine,trt_cp,-0.967,-0.967,0.888,30,13,17,60,Tubulin inhibitor
5843,meropenem,trt_cp,-0.967,-0.967,0.796,13,6,7,26,Bacterial cell wall synthesis inhibitor
5844,CAV1,trt_sh,-0.967,-0.967,-0.63,19,5,14,26,
5845,BRD-A48052484,trt_cp,-0.967,-0.967,-0.529,10,2,8,15,
5846,salsolinol,trt_cp,-0.967,-0.967,0.649,15,7,8,29,Monoamine oxidase inhibitor|Tyrosine hydroxylase inhibitor
5847,BJM-AF-64,trt_cp,-0.967,-0.967,0.831,16,8,8,23,
5848,CYP1A1,trt_sh,-0.967,-0.967,0.618,14,6,8,24,
5849,MCTS1,trt_sh,-0.967,-0.967,-0.567,20,6,14,33,
5850,DICER1,trt_sh,-0.968,-0.968,0.795,13,5,8,30,
5851,BCL2L1,trt_sh,-0.968,-0.968,0.915,31,18,13,47,
5852,lersivirine,trt_cp,-0.968,-0.968,-0.033,24,8,16,42,non-nucleoside reverse transcriptase inhibitor
5853,SLC25A15,trt_sh,-0.968,-0.968,0.844,20,10,10,27,
5854,teriflunomide,trt_cp,-0.968,-0.968,0.625,22,9,13,42,dihydroorotate dehydrogenase inhibitor
5855,DTX1,trt_sh,-0.968,-0.968,0.808,15,8,7,26,
5856,iguratimod,trt_cp,-0.968,-0.968,0.828,28,15,13,42,"cyclooxygenase inhibitor, NFkB pathway inhibitor"
5857,GPR55,trt_sh,-0.968,-0.968,-0.651,15,4,11,27,
5858,ARF1,trt_sh,-0.968,-0.968,0.685,33,12,21,54,
5859,ACD,trt_sh,-0.969,-0.969,0.851,21,10,11,42,
5860,retapamulin,trt_cp,-0.969,-0.969,-0.671,22,6,16,42,protein synthesis inhibitor
5861,tipiracil,trt_cp,-0.969,-0.969,0.666,29,12,17,42,thymidine phosphorylase inhibitor
5862,BRD-K72676786,trt_cp,-0.969,-0.969,0.768,10,4,6,15,
5863,RPA1,trt_sh,-0.969,-0.969,-0.635,26,6,20,52,
5864,glasdegib,trt_cp,-0.969,-0.969,0.707,27,11,16,42,hedgehog pathway inhibitor
5865,osimertinib,trt_cp,-0.969,-0.969,0.841,91,40,51,170,EGFR inhibitor
5866,PROC,trt_sh,-0.969,-0.969,0.404,19,7,12,27,
5867,icilin,trt_cp,-0.969,-0.969,0.275,11,4,7,23,TRPV agonist
5868,ZNF567,trt_sh,-0.969,-0.969,0.26,14,5,9,27,
5869,GAST,trt_lig,-0.969,-0.969,0.638,12,5,7,19,
5870,BRD-K53325797,trt_cp,-0.969,-0.969,0.785,17,8,9,28,
5871,BRD-K71935468,trt_cp,-0.969,-0.969,0.722,10,5,5,17,
5872,MDL-73005EF,trt_cp,-0.97,-0.97,0.69,36,13,23,68,Serotonin receptor antagonist
5873,abacavir,trt_cp,-0.97,-0.97,-0.681,22,6,16,42,nucleoside reverse transcriptase inhibitor
5874,vesamicol,trt_cp,-0.97,-0.97,-0.735,21,5,16,34,Acetylcholinesterase inhibitor
5875,USP20,trt_sh,-0.97,-0.97,-0.639,17,4,13,42,
5876,FAU,trt_sh,-0.97,-0.97,-0.775,18,5,13,24,
5877,ZBTB45,trt_sh,-0.97,-0.97,0.923,15,7,8,27,
5878,KIAA0753,trt_sh,-0.97,-0.97,0.634,23,9,14,42,
5879,KU-0060648,trt_cp,-0.97,-0.97,0.776,38,16,22,94,DNA dependent protein kinase inhibitor|PI3K inhibitor
5880,RPS6KA4,trt_sh,-0.97,-0.97,0.741,24,11,13,43,
5881,CARD11,trt_sh,-0.97,-0.97,0.922,23,11,12,39,
5882,RAB3GAP1,trt_sh,-0.97,-0.97,-0.846,18,3,15,39,
5883,canagliflozin,trt_cp,-0.97,-0.97,0.716,20,9,11,42,sodium/glucose cotransporter inhibitor
5884,PX-12,trt_cp,-0.97,-0.97,0.764,62,26,36,97,Thioredoxin inhibitor
5885,lupanine,trt_cp,-0.97,-0.97,-0.01,36,12,24,65,Sodium channel blocker
5886,BRD-K04986062,trt_cp,-0.97,-0.97,0.634,19,7,12,28,
5887,idarubicin,trt_cp,-0.97,-0.97,0.56,56,21,35,105,Topoisomerase inhibitor
5888,procarbazine,trt_cp,-0.971,-0.971,0.833,18,8,10,34,Monoamine oxidase inhibitor
5889,MLN-8054,trt_cp,-0.971,-0.971,0.734,147,57,90,264,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor
5890,JUN,trt_sh.cgs,-0.971,-0.971,-0.658,12,1,11,15,
5891,BRD-K43069600,trt_cp,-0.971,-0.971,0.477,14,5,9,32,
5892,UGT2B28,trt_sh,-0.971,-0.971,0.5,11,4,7,24,
5893,RAI14,trt_sh,-0.971,-0.971,-0.632,23,7,16,42,
5894,CYP51A1,trt_sh,-0.971,-0.971,0.182,11,4,7,20,
5895,SWAP70,trt_sh,-0.971,-0.971,0.863,26,13,13,42,
5896,NOS3,trt_sh,-0.971,-0.971,0.743,16,8,8,27,
5897,SORT1,trt_sh,-0.971,-0.971,0.423,14,5,9,27,
5898,VP-20629,trt_cp,-0.971,-0.971,-0.615,27,8,19,42,beta amyloid antagonist
5899,rivaroxaban,trt_cp,-0.971,-0.971,0.792,35,16,19,60,Coagulation factor inhibitor
5900,bexarotene,trt_cp,-0.972,-0.972,0.71,22,11,11,42,retinoid receptor agonist
5901,GSK-J4,trt_cp,-0.972,-0.972,0.809,58,24,34,129,histone lysine demethylase inhibitor
5902,ADORA2B,trt_sh,-0.972,-0.972,0.871,16,7,9,27,
5903,UBE2L3,trt_sh,-0.972,-0.972,0.784,17,8,9,24,
5904,indoximod,trt_cp,-0.972,-0.972,-0.047,24,8,16,42,"indoleamine 2,3-dioxygenase inhibitor"
5905,ROCK2,trt_sh,-0.972,-0.972,-0.488,27,8,19,43,
5906,cabozantinib,trt_cp,-0.972,-0.972,0.736,85,33,52,174,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
5907,ATR,trt_sh,-0.972,-0.972,0.631,70,25,45,108,
5908,BRD-K32581454,trt_cp,-0.972,-0.972,-0.657,13,4,9,27,
5909,MCM3,trt_sh,-0.972,-0.972,0.664,38,15,23,66,
5910,ZNF625,trt_sh,-0.972,-0.972,-0.299,19,6,13,27,
5911,CTCFL,trt_sh,-0.972,-0.972,0.739,18,7,11,27,
5912,AZD-8931,trt_cp,-0.972,-0.972,0.636,25,9,16,42,
5913,BX-795,trt_cp,-0.972,-0.972,0.596,85,30,55,173,IKK inhibitor
5914,IL15,trt_lig,-0.972,-0.972,0.679,10,4,6,19,
5915,BRD-K02701279,trt_cp,-0.972,-0.972,0.254,14,5,9,17,
5916,SRPRB,trt_sh,-0.972,-0.972,-0.697,27,7,20,39,
5917,HG-9-91-01,trt_cp,-0.972,-0.972,0.726,66,26,40,132,
5918,tetrahydropalmatine,trt_cp,-0.973,-0.973,-0.73,13,2,11,23,Serotonin release inhibitor
5919,ZNF398,trt_sh,-0.973,-0.973,0.416,17,6,11,27,
5920,LONRF2,trt_sh,-0.973,-0.973,-0.155,18,6,12,27,
5921,dazoxiben,trt_cp,-0.973,-0.973,-0.585,16,4,12,42,thromboxane synthase inhibitor
5922,diazoxide,trt_cp,-0.973,-0.973,0.829,41,20,21,75,Potassium channel activator
5923,FOXA3,trt_oe,-0.973,-0.973,-0.47,10,3,7,18,
5924,isosorbide-mononitrate,trt_cp,-0.973,-0.973,0.728,24,9,15,42,nitric oxide stimulant
5925,ITGB1BP1,trt_sh,-0.974,-0.974,0.74,22,10,12,33,
5926,OXA1L,trt_sh,-0.974,-0.974,-0.564,21,6,15,44,
5927,RPS10,trt_sh,-0.974,-0.974,0.584,21,10,11,27,
5928,EIF2AK3,trt_sh,-0.974,-0.974,0.1,84,28,56,152,
5929,TBX3,trt_sh,-0.974,-0.974,-0.144,18,6,12,33,
5930,RNF186,trt_sh,-0.974,-0.974,-0.677,22,5,17,32,
5931,KIAA1009,trt_sh,-0.974,-0.974,0.654,25,9,16,42,
5932,RRM1,trt_sh,-0.974,-0.974,-0.853,16,1,15,33,
5933,benzotript,trt_cp,-0.974,-0.974,-0.402,25,8,17,42,CCK receptor antagonist
5934,betaxolol,trt_cp,-0.974,-0.974,0.889,20,10,10,33,Adrenergic receptor antagonist
5935,phorbol-myristate-acetate,trt_cp,-0.974,-0.974,-0.592,38,11,27,81,PKC activator
5936,withaferin-a,trt_cp,-0.974,-0.974,-0.612,210,64,146,479,IKK inhibitor
5937,orlistat,trt_cp,-0.974,-0.974,-0.552,27,8,19,53,Lipase inhibitor
5938,irbesartan,trt_cp,-0.974,-0.974,0.781,43,18,25,76,Angiotensin receptor antagonist
5939,MEIS2,trt_oe,-0.975,-0.975,0.705,12,5,7,19,
5940,S100A13,trt_sh,-0.975,-0.975,0.744,30,16,14,45,
5941,mazindol,trt_cp,-0.975,-0.975,-0.676,21,6,15,42,
5942,ZK-756326,trt_cp,-0.975,-0.975,-0.631,10,2,8,15,CC chemokine receptor ligand
5943,kenpaullone,trt_cp,-0.975,-0.975,-0.735,16,4,12,37,CDK inhibitor|Glycogen synthase kinase inhibitor
5944,orciprenaline,trt_cp,-0.976,-0.976,0.796,16,8,8,26,Adrenergic receptor agonist
5945,VIM,trt_sh,-0.976,-0.976,-0.848,19,5,14,24,
5946,FIS1,trt_sh,-0.976,-0.976,-0.509,22,7,15,39,
5947,ganciclovir,trt_cp,-0.976,-0.976,0.793,34,13,21,57,DNA polymerase inhibitor
5948,ZMIZ1,trt_sh,-0.976,-0.976,-0.695,37,11,26,70,
5949,AZD-7762,trt_cp,-0.976,-0.976,0.74,183,73,110,357,CHK inhibitor
5950,WZ-4002,trt_cp,-0.976,-0.976,0.77,114,51,63,213,EGFR inhibitor
5951,SA-1457945,trt_cp,-0.976,-0.976,-0.629,13,4,9,26,
5952,HYAL2,trt_sh,-0.976,-0.976,0.725,16,7,9,27,
5953,dolastatin-10,trt_cp,-0.976,-0.976,-0.723,13,3,10,42,tubulin polymerization inhibitor
5954,clemastine,trt_cp,-0.976,-0.976,0.737,15,6,9,26,Histamine receptor antagonist
5955,BRD-K92656786,trt_cp,-0.976,-0.976,-0.078,12,4,8,14,
5956,PPP1R14B,trt_sh,-0.976,-0.976,0.751,14,6,8,33,
5957,BADGE,trt_cp,-0.977,-0.977,0.678,17,7,10,29,PPAR receptor antagonist
5958,SFN,trt_sh,-0.977,-0.977,0.681,71,30,41,123,
5959,IPO13,trt_sh,-0.977,-0.977,0.605,26,10,16,39,
5960,BRD-K20032655,trt_cp,-0.977,-0.977,-0.523,19,6,13,30,
5961,TBXA2R,trt_sh,-0.977,-0.977,-0.632,33,6,27,75,
5962,VCAN,trt_sh,-0.977,-0.977,0.884,17,8,9,27,
5963,BRD-A81936046,trt_cp,-0.977,-0.977,0.741,29,13,16,59,
5964,ZNF546,trt_sh,-0.977,-0.977,0.668,16,6,10,24,
5965,CDC25A,trt_sh,-0.977,-0.977,-0.774,16,3,13,33,
5966,MED26,trt_sh,-0.977,-0.977,-0.629,10,2,8,27,
5967,BRAF,trt_xpr,-0.977,-0.977,0.7,41,16,25,77,
5968,KAT6B,trt_sh.cgs,-0.978,-0.978,-0.758,10,3,7,13,
5969,SOX11,trt_sh,-0.978,-0.978,-0.468,16,5,11,27,
5970,alagebrium,trt_cp,-0.978,-0.978,0.59,28,11,17,42,glycosylation inhibitor
5971,IGFBP4,trt_sh,-0.978,-0.978,-0.759,12,2,10,27,
5972,ERBB4,trt_sh,-0.978,-0.978,0.766,86,35,51,148,
5973,MBNL1,trt_sh,-0.978,-0.978,0.766,20,9,11,38,
5974,STK3,trt_sh,-0.978,-0.978,-0.834,26,4,22,46,
5975,F5,trt_sh,-0.978,-0.978,0.598,13,5,8,27,
5976,AURKB,trt_xpr,-0.978,-0.978,-0.673,33,4,29,77,
5977,TRAK2,trt_sh,-0.978,-0.978,0.453,26,9,17,43,
5978,SUZ12,trt_sh,-0.979,-0.979,-0.534,19,5,14,35,
5979,isotretinoin,trt_cp,-0.979,-0.979,0.832,22,9,13,35,Retinoid receptor agonist
5980,oxandrolone,trt_cp,-0.979,-0.979,-0.152,27,9,18,45,Androgen receptor agonist
5981,NUDT6,trt_sh,-0.979,-0.979,-0.718,16,4,12,27,
5982,PDGFBB,trt_lig,-0.979,-0.979,0.769,47,21,26,88,
5983,nintedanib,trt_cp,-0.979,-0.979,0.71,128,51,77,228,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
5984,UVRAG,trt_sh,-0.979,-0.979,0.296,23,8,15,42,
5985,quercetin,trt_cp,-0.98,-0.98,-0.02,33,11,22,75,Polar auxin transport inhibitor
5986,BRD-K21788104,trt_cp,-0.98,-0.98,0.733,22,9,13,30,
5987,CAPN1,trt_sh,-0.98,-0.98,0.787,39,17,22,75,
5988,SKF-89976A,trt_cp,-0.98,-0.98,-0.567,14,4,10,19,GABA uptake inhibitor
5989,ALB,trt_sh,-0.98,-0.98,-0.626,17,3,14,27,
5990,buflomedil,trt_cp,-0.98,-0.98,0.878,32,14,18,57,Adrenergic receptor antagonist|Calcium channel blocker
5991,COPA,trt_sh,-0.98,-0.98,0.852,17,7,10,27,
5992,TCCACGA,trt_sh.css,-0.98,-0.98,-0.582,12,3,9,13,
5993,BRD-K59460069,trt_cp,-0.98,-0.98,-0.201,12,4,8,17,
5994,PRKRIR,trt_sh,-0.98,-0.98,0.659,17,8,9,27,
5995,procaine,trt_cp,-0.98,-0.98,0.703,29,11,18,61,HMGCR inhibitor
5996,MSL3,trt_sh,-0.98,-0.98,-0.775,16,4,12,27,
5997,UXT,trt_sh,-0.98,-0.98,0.808,32,13,19,42,
5998,NUCB2,trt_sh,-0.98,-0.98,0.807,25,9,16,44,
5999,MW-STK33-100,trt_cp,-0.98,-0.98,0.743,15,6,9,32,PI3K inhibitor
6000,ACCATGA,trt_sh.css,-0.98,-0.98,-0.813,10,0,10,11,
6001,Ro-08-2750,trt_cp,-0.981,-0.981,0.143,11,4,7,18,NGF binding inhibitor
6002,DDAH2,trt_sh,-0.981,-0.981,0.322,14,5,9,27,
6003,DHRS7,trt_sh.cgs,-0.981,-0.981,-0.912,10,0,10,14,
6004,BMP2,trt_lig,-0.981,-0.981,0.963,11,5,6,19,
6005,GPC1,trt_sh,-0.981,-0.981,-0.619,23,5,18,42,
6006,CAD,trt_sh,-0.981,-0.981,-0.667,15,4,11,27,
6007,PFDN2,trt_sh,-0.982,-0.982,0.475,80,27,53,120,
6008,RAB5B,trt_sh,-0.982,-0.982,-0.677,12,3,9,27,
6009,CAPNS2,trt_sh,-0.982,-0.982,0.897,15,7,8,23,
6010,MTFR1,trt_sh,-0.982,-0.982,-0.614,14,4,10,33,
6011,tizanidine,trt_cp,-0.982,-0.982,0.845,28,13,15,57,Adrenergic receptor agonist
6012,phensuximide,trt_cp,-0.982,-0.982,0.949,25,11,14,61,Succinimide antiepileptic
6013,CT-200783,trt_cp,-0.982,-0.982,-0.841,31,4,27,59,
6014,GNE,trt_sh,-0.982,-0.982,-0.486,75,24,51,133,
6015,PHGDH,trt_sh,-0.982,-0.982,0.773,22,9,13,39,
6016,ST14,trt_sh,-0.982,-0.982,-0.613,18,5,13,27,
6017,BPHL,trt_sh,-0.982,-0.982,-0.422,22,7,15,42,
6018,FGFR1OP,trt_sh,-0.982,-0.982,0.296,20,7,13,32,
6019,CORO1A,trt_sh,-0.982,-0.982,0.689,18,7,11,35,
6020,HDHD1,trt_sh,-0.982,-0.982,0.815,52,21,31,96,
6021,PTPN11,trt_sh,-0.983,-0.983,-0.788,15,3,12,30,
6022,CTNNB1,trt_sh.cgs,-0.983,-0.983,-0.581,11,3,8,15,
6023,NAB2,trt_sh,-0.983,-0.983,0.959,15,9,6,24,
6024,tesaglitazar,trt_cp,-0.983,-0.983,0.757,15,6,9,42,"insulin sensitizer, PPAR receptor agonist"
6025,NDUFC2,trt_sh,-0.983,-0.983,0.646,19,7,12,24,
6026,doramapimod,trt_cp,-0.983,-0.983,0.523,125,45,80,222,P38 MAPK inhibitor
6027,TAS-301,trt_cp,-0.983,-0.983,0.909,10,5,5,15,Calcium/calmodulin dependent protein kinase inhibitor
6028,tunicamycin,trt_cp,-0.983,-0.983,0.711,14,6,8,24,GLCNAC phosphotransferase inhibitor
6029,PIH1D1,trt_sh,-0.983,-0.983,-0.668,28,6,22,43,
6030,pargyline,trt_cp,-0.983,-0.983,0.588,12,5,7,22,Monoamine oxidase inhibitor
6031,SLC2A6,trt_sh,-0.983,-0.983,0.546,22,8,14,38,
6032,JOSD1,trt_sh,-0.983,-0.983,-0.03,24,8,16,36,
6033,FABP6,trt_sh,-0.983,-0.983,0.752,14,6,8,24,
6034,CDK19,trt_sh,-0.983,-0.983,-0.502,29,9,20,45,
6035,valrubicin,trt_cp,-0.983,-0.983,-0.07,15,5,10,42,"DNA inhibitor, topoisomerase inhibitor"
6036,trap-101,trt_cp,-0.983,-0.983,-0.647,11,2,9,19,Opioid receptor antagonist|Nociceptin/orphanin FQ (NOP) receptor antagonist
6037,WWOX,trt_sh,-0.983,-0.983,-0.488,28,9,19,36,
6038,BRAP,trt_sh,-0.984,-0.984,-0.792,21,5,16,27,
6039,betulinic-acid,trt_cp,-0.984,-0.984,-0.581,36,9,27,61,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFkB pathway activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
6040,tolnaftate,trt_cp,-0.984,-0.984,-0.748,22,5,17,45,Fungal squalene epoxidase inhibitor
6041,sorbinil,trt_cp,-0.984,-0.984,0.245,17,6,11,42,aldose reductase inhibitor
6042,NFKB2,trt_sh,-0.984,-0.984,0.6,18,7,11,32,
6043,propylpyrazole,trt_cp,-0.984,-0.984,0.531,10,4,6,17,Estrogen receptor agonist
6044,imiloxan,trt_cp,-0.984,-0.984,0.782,32,15,17,57,Adrenergic receptor antagonist
6045,SLC2A4RG,trt_sh,-0.984,-0.984,0.522,19,7,12,27,
6046,PIM1,trt_sh,-0.984,-0.984,-0.724,24,7,17,52,
6047,ticlopidine,trt_cp,-0.984,-0.984,0.783,40,16,24,76,Purinergic receptor antagonist
6048,PRX-08066,trt_cp,-0.984,-0.984,-0.621,20,5,15,42,serotonin receptor antagonist
6049,ingenol-mebutate,trt_cp,-0.984,-0.984,0.64,18,7,11,42,PKC activator
6050,dihydroergocristine,trt_cp,-0.984,-0.984,0.673,48,19,29,91,Adrenergic receptor antagonist|Prolactin inhibitor
6051,ULK1,trt_sh,-0.984,-0.984,0.686,19,7,12,42,
6052,nialamide,trt_cp,-0.985,-0.985,-0.14,12,4,8,17,Monoamine oxidase inhibitor
6053,YAP1,trt_sh,-0.985,-0.985,0.56,26,10,16,41,
6054,MYO10,trt_sh,-0.985,-0.985,0.532,22,8,14,42,
6055,nelfinavir,trt_cp,-0.985,-0.985,0.675,12,6,6,29,HIV protease inhibitor
6056,ZNF85,trt_sh,-0.985,-0.985,0.776,22,11,11,27,
6057,AKR1C1,trt_sh,-0.985,-0.985,-0.702,19,4,15,30,
6058,KLHDC2,trt_sh,-0.985,-0.985,0.666,22,8,14,39,
6059,r(-)-propylnorapomorphine,trt_cp,-0.985,-0.985,-0.718,12,3,9,23,Dopamine receptor agonist
6060,WDR6,trt_sh,-0.985,-0.985,0.651,18,7,11,33,
6061,ACAT2,trt_sh,-0.985,-0.985,-0.567,31,8,23,66,
6062,physostigmine,trt_cp,-0.986,-0.986,0.951,31,14,17,76,Cholinesterase inhibitor|Acetylcholinesterase inhibitor
6063,BRD-K98896788,trt_cp,-0.986,-0.986,-0.591,16,5,11,30,
6064,saclofen,trt_cp,-0.986,-0.986,0.772,11,5,6,19,GABA receptor antagonist
6065,DMAB-anabaseine,trt_cp,-0.986,-0.986,0.191,11,4,7,19,Adrenergic receptor agonist
6066,bimatoprost,trt_cp,-0.986,-0.986,0.774,23,10,13,53,Prostanoid receptor agonist
6067,CEBPD,trt_sh,-0.986,-0.986,0.804,40,19,21,75,
6068,UBP-302,trt_cp,-0.986,-0.986,0.804,15,6,9,19,Glutamate receptor antagonist
6069,ADRA2C,trt_sh,-0.986,-0.986,0.598,16,6,10,33,
6070,HLI-373,trt_cp,-0.986,-0.986,0.75,35,16,19,59,MDM inhibitor
6071,homoharringtonine,trt_cp,-0.986,-0.986,0.657,55,19,36,113,Protein synthesis inhibitor
6072,LRRK2,trt_sh,-0.986,-0.986,0.487,22,8,14,38,
6073,SMARCD2,trt_sh,-0.986,-0.986,-0.492,19,5,14,33,
6074,BRD-K23313025,trt_cp,-0.986,-0.986,-0.422,10,3,7,17,
6075,GFPT1,trt_sh,-0.986,-0.986,0.705,40,18,22,75,
6076,XMD-885,trt_cp,-0.986,-0.986,0.653,100,37,63,198,Leucine rich repeat kinase inhibitor|MAP kinase inhibitor
6077,RXRG,trt_sh,-0.986,-0.986,-0.778,19,5,14,26,
6078,SLC30A2,trt_sh,-0.986,-0.986,-0.626,17,5,12,24,
6079,torasemide,trt_cp,-0.987,-0.987,0.624,32,12,20,72,Electrolyte reabsorption inhibitor|Thromboxane receptor antagonist
6080,EGFR,trt_sh,-0.987,-0.987,-0.659,159,38,121,240,
6081,CTCF,trt_sh,-0.987,-0.987,0.664,40,15,25,72,
6082,IL2,trt_lig,-0.987,-0.987,0.792,13,7,6,19,
6083,TACC3,trt_sh,-0.987,-0.987,-0.276,18,6,12,27,
6084,GSTM1,trt_sh,-0.987,-0.987,0.642,31,11,20,46,
6085,ZNF677,trt_sh,-0.987,-0.987,0.648,18,7,11,27,
6086,HADH,trt_sh.cgs,-0.987,-0.987,-0.752,12,3,9,14,
6087,PNPO,trt_sh,-0.987,-0.987,-0.664,19,5,14,27,
6088,CTSD,trt_sh,-0.987,-0.987,-0.011,36,12,24,69,
6089,DNAJA3,trt_sh,-0.987,-0.987,0.69,25,9,16,43,
6090,hydroflumethiazide,trt_cp,-0.987,-0.987,0.671,42,17,25,72,Sodium/potassium/chloride transporter inhibitor
6091,norgestimate,trt_cp,-0.987,-0.987,0.792,16,8,8,27,Progesterone receptor agonist
6092,CCNA2,trt_sh.cgs,-0.987,-0.987,0.669,10,4,6,13,
6093,salvinorin-a,trt_cp,-0.987,-0.987,0.908,36,16,20,61,Opioid receptor agonist
6094,ilomastat,trt_cp,-0.987,-0.987,0.766,36,17,19,65,Matrix metalloprotease inhibitor
6095,CHRM1,trt_sh,-0.988,-0.988,0.832,19,9,10,24,
6096,NAIP,trt_sh,-0.988,-0.988,-0.631,11,3,8,27,
6097,NR3C1,trt_sh,-0.988,-0.988,0.737,55,21,34,96,
6098,ABAT,trt_sh,-0.988,-0.988,0.045,45,15,30,72,
6099,MSX2,trt_sh,-0.988,-0.988,0.393,14,5,9,27,
6100,KIN001-055,trt_cp,-0.988,-0.988,0.643,100,37,63,179,EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor
6101,SKIV2L,trt_sh,-0.988,-0.988,-0.661,23,7,16,43,
6102,BARX1,trt_sh,-0.988,-0.988,0.853,21,9,12,24,
6103,pimecrolimus,trt_cp,-0.988,-0.988,0.536,25,10,15,42,calcineurin inhibitor
6104,AVL-292,trt_cp,-0.988,-0.988,0.625,25,10,15,42,Bruton's tyrosine kinase (BTK) inhibitor
6105,EEF1D,trt_sh,-0.988,-0.988,-0.709,11,2,9,27,
6106,ATP1A3,trt_sh,-0.989,-0.989,-0.716,22,6,16,33,
6107,IL1R1,trt_sh,-0.989,-0.989,-0.121,15,5,10,27,
6108,F2R,trt_sh,-0.989,-0.989,0.774,18,7,11,27,
6109,desoximetasone,trt_cp,-0.989,-0.989,0.719,24,10,14,36,Glucocorticoid receptor agonist
6110,PSAT1,trt_sh,-0.989,-0.989,0.695,16,6,10,27,
6111,BRD-K05452595,trt_cp,-0.989,-0.989,0.43,11,4,7,17,
6112,SB-756050,trt_cp,-0.989,-0.989,-0.632,24,7,17,42,G protein-coupled receptor agonist
6113,CSNK1G3,trt_sh,-0.989,-0.989,-0.606,21,6,15,33,
6114,GMX-1778,trt_cp,-0.989,-0.989,-0.158,27,9,18,59,NAMPT inhibitor
6115,FABP5,trt_sh,-0.99,-0.99,0.644,20,8,12,27,
6116,KIAA0528,trt_sh,-0.99,-0.99,0.856,19,10,9,33,
6117,SLC35A3,trt_sh,-0.99,-0.99,-0.685,19,6,13,42,
6118,BRD-K84855052,trt_cp,-0.99,-0.99,0.814,17,8,9,32,
6119,BMPR1B,trt_sh,-0.99,-0.99,-0.166,15,5,10,27,
